#1
double tab1(1236,20)
0	44608.70069	1	1	0	77.345365	77.64	76.7	68.5	744.2	77	89.34744745	74.36306358	163.710511	0	0	74	90	10	0
1	44608.70139	1	1	0	77.333071	77.65	76.69	68.4	746.9	77	89.47770067	74.55419415	164.0318948	0	0	74	90	10	0
2	44608.70208	1	1	0	77.324109	77.65	76.68	68.4	746.2	77	89.20473096	74.37475794	163.5794889	0	0	74	90	10	0
3	44608.70278	1	1	0	77.317575	77.62	76.79	68.3	743.1	77.1	89.25486065	74.50847913	163.7633398	0	0	74	90	10	0
4	44608.70347	1	1	0	77.312812	77.67	76.81	68.4	743.2	77.1	89.51566475	74.27385281	163.7895176	0	0	74	90	10	0
5	44608.70417	1	1	0	77.308406	77.6	76.81	68.5	751.5	77.1	89.45451388	74.35152576	163.8060396	0	0	74	90	10	0
6	44608.70486	1	1	0	77.306809	77.66	76.9	68.4	742.3	77.1	89.45771472	74.50992952	163.9676442	0	0	74	90	10	0
7	44608.70556	1	1	0	77.304964	77.6	77.05	68.4	750.2	77.4	89.52639735	74.56130458	164.0877019	0	0	74	90	10	0
8	44608.70625	1	1	0	77.303619	77.61	77.13	68.6	747.2	77.5	89.67828251	74.56710826	164.2453908	0	0	74	90	10	0
9	44608.70694	1	1	0	77.302638	77.68	77.03	68.5	744.9	77.5	89.58552936	74.36767894	163.9532083	0	0	74	90	10	0
10	44608.70764	1	1	0	77.301923	77.64	76.82	68.3	745.9	77.4	89.36010076	74.58972402	163.9498248	0	0	74	90	10	0
11	44608.70833	1	1	0	77.301262	77.67	76.78	68.2	753.4	77.1	89.32428759	74.72222995	164.0465175	0	0	74	90	10	0
12	44608.70903	1	1	0	77.30092	77.6	76.92	68	744.9	77.1	89.64017578	74.48582993	164.1260057	0	0	66	90	10	0
13	44608.70972	1	1	0	77.290745	77.59	76.93	68.1	745.9	77.3	89.18609901	74.55645741	163.7425564	0	0	66	90	10	0
14	44608.71042	1	1	0	77.266153	77.53	76.96	68.1	746.2	77.3	89.57706155	74.37231308	163.9493746	0	0	66	90	10	0
15	44608.71111	1	1	0	77.248226	77.48	76.82	68	755.8	77.2	89.43908948	74.0350527	163.4741422	0	0	66	90	10	0
16	44608.71181	1	1	0	77.235156	77.49	76.79	67.9	751.7	77.1	89.1793069	74.20755086	163.3868578	0	0	66	90	10	0
17	44608.7125	1	1	0	77.225629	77.45	76.7	67.8	742.2	77.1	89.90914314	74.30584456	164.2149877	0	0	66	90	3	0
18	44608.71319	1	1	0	77.218684	77.38	76.71	67.8	746.1	77	89.37883143	74.57070475	163.9495362	0	0	66	90	10	0
19	44608.71389	1	1	0	77.20362	77.33	76.56	67.9	746.8	76.9	89.72487588	74.56131468	164.2861906	0	0	66	90	10	0
20	44608.71458	1	1	0	77.175539	77.3	76.57	67.9	748.4	76.9	89.76715758	74.67445517	164.4416128	0	0	66	90	10	0
21	44608.71528	1	1	0	77.155068	77.29	76.53	67.7	753.1	76.9	89.57908737	74.52990706	164.1089944	0	0	66	90	10	0
22	44608.71597	1	1	0	77.13613	77.23	76.42	67.7	744.1	76.8	89.89966917	74.41490033	164.3145695	0	0	66	90	10	0
23	44608.71667	1	1	0	77.129265	77.16	76.31	67.5	738	76.7	89.37777949	74.44750261	163.8252821	0	0	66	90	10	0
24	44608.71736	1	1	0	77.121335	77.11	76.28	67.3	738.7	76.6	89.79815852	74.38609003	164.1842486	0	0	66	90	10	0
25	44608.71806	1	1	0	77.105553	77.03	76.13	67.4	740.7	76.5	89.78036199	74.45717462	164.2375366	0	0	66	90	10	0
26	44608.71875	1	1	0	77.059253	76.95	76.01	67.3	751	76.3	89.81264927	74.44295586	164.2556051	0	0	66	90	10	0
27	44608.71944	1	1	0	77.028995	76.93	75.93	67.2	749.7	76.2	89.51237669	74.67854309	164.1909198	0	0	66	90	10	0
28	44608.72014	1	1	0	76.994037	76.88	75.83	67.1	747.1	76.1	89.59409693	74.23030868	163.8244056	0	0	66	90	10	0
29	44608.72083	1	1	0	76.968553	76.84	75.77	67	745.2	76	89.8892096	74.29722773	164.1864373	0	0	66	90	10	0
30	44608.72153	1	1	0	76.949975	76.76	75.68	67	744.9	75.9	89.36075395	74.48200553	163.8427595	0	0	66	90	10	0
31	44608.72222	1	1	0	76.920232	76.71	75.6	66.9	743.5	75.9	89.77918648	74.61587193	164.3950584	0	0	66	90	10	0
32	44608.72292	1	1	0	76.887649	76.68	75.53	66.8	740.6	75.8	89.87706608	74.41568797	164.2927541	0	0	66	90	10	0
33	44608.72361	1	1	0	76.863896	76.63	75.47	66.7	743.6	75.7	89.32227383	74.38282971	163.7051035	0	0	66	90	10	0
34	44608.72431	1	1	0	76.84658	76.56	75.39	66.6	742.2	75.7	89.4640788	74.30934204	163.7734208	0	0	66	90	10	0
35	44608.725	1	1	0	76.779757	76.54	75.37	66.6	742	75.6	89.01139808	74.06587748	163.0772756	0	0	66	90	10	0
36	44608.72569	1	1	0	76.731043	76.46	75.37	66.6	739.3	75.6	89.88784328	74.63287059	164.5207139	0	0	66	90	10	0
37	44608.72639	1	1	0	76.69553	76.46	75.33	66.4	747.2	75.6	89.40604615	74.42501051	163.8310567	0	0	66	90	3	0
38	44608.72708	1	1	0	76.650642	76.38	75.28	66.3	744.1	75.6	89.35364786	74.24460752	163.5982554	0	0	66	90	10	0
39	44608.72778	1	1	0	76.609818	76.36	75.23	66.3	740.3	75.5	89.85138057	74.68301643	164.534397	0	0	66	90	10	0
40	44608.72847	1	1	0	76.580057	76.34	75.26	66.3	745.2	75.5	89.835901	74.56678367	164.4026847	0	0	66	90	10	0
41	44608.72917	1	1	0	76.542525	76.26	75.15	66.2	743.5	75.5	89.74872566	74.75659913	164.5053248	0	0	66	90	10	0
42	44608.72986	1	1	0	76.515446	76.24	75.03	66.1	751.7	75.4	89.19973313	74.14639205	163.3461252	0	0	66	90	10	0
43	44608.73056	1	1	0	76.48416	76.18	74.95	66.2	759.5	75.3	89.96188488	74.69687738	164.6587623	0	0	66	90	10	0
44	44608.73125	1	1	0	76.461353	76.15	74.87	66.1	736	75.2	89.93989892	75.10403671	165.0439356	0	0	66	90	10	0
45	44608.73194	1	1	0	76.425726	76.09	74.79	66.1	744.9	75.1	90.10833727	74.70693992	164.8152772	0	0	66	90	10	0
