,time,VAV: Core Zone Discharge Air Temperature,AHU: Outdoor Air Damper Position,VAV Core Zone Cooling SP,Diffuse Horizontal Solar Irradiation,VAV: North zone Q,VAV North Zone Heating SP,VAV: North Zone Reheat Control Signal,VAV: South Zone Room Air Temperature,VAV: South Zone Reheat Control Signal,VAV: South Zone Damper Control Signal,VAV North Zone Cooling SP,VAV: North Zone Airflow Rate,VAV: Core Zone Reheat Control Signal,AHU: Supply Air Temperature,Direct Normal Solar Irradiation,AHU:Cooling Coil Load,AHU: Cooling coil Load,VAV: North Zone Damper Control Signal,VAV: Core zone Q,AHU: Supply Fan Power,AHU: RAT,VAV: South Zone Discharge Air Temperature,VAV: Core Zone Airflow Rate,VAV: South Zone Airflow Rate,VAV: North Zone Room Air Temperature,AHU: Return Air Damper Position,VAV South Zone Heating SP,VAV Core Zone Heating SP,VAV: South zone Q,VAV: Core Zone Room Air Temperature,AHU: Supply Fan Airflow Rate,VAV: Core Zone Damper Control Signal,AHU: MAT,VAV South Zone Cooling SP,VAV: North Zone Discharge Air Temperature,Global Horizontal Solar Irradiation,Outdoor Air Temperature
1724,19266900.0,55.0402,1.0,80.06002,0.5,55.48866,60.08001,0.0,64.48196,0.0,0.2625,80.06002,69.49988,0.0,52.53504,0.5,1052.2101,1052.2101,0.3,55.492706,35.862457,65.92968,55.04003,69.49988,108.98822,67.291275,0.0,60.08001,60.08001,87.01611,67.19656,364.55463,0.3,58.45777,80.06002,55.04003,0.6,58.457825
1726,19266960.0,55.040142,1.0,80.06002,0.5,55.4958,60.08001,0.0,64.46944,0.0,0.2625,80.06002,69.499886,0.0,52.53471,0.5,1052.4739,1052.4739,0.3,55.49912,35.862465,65.91995,55.04003,69.499886,108.988235,67.283356,0.0,60.08001,60.08001,87.02733,67.19052,364.55466,0.3,58.45903,80.06002,55.04003,0.6,58.459087
1728,19267080.0,55.040085,1.0,80.06002,0.5,55.51483,60.08001,0.0,64.394226,0.0,0.2625,80.06002,69.499916,0.0,52.53383,0.5,1052.8911,1052.8911,0.3,55.517063,35.86248,65.866234,55.039978,69.499916,108.98829,67.24518,0.0,60.08001,60.08001,87.057205,67.15817,364.55484,0.3,58.46035,80.06002,55.039978,0.6,58.46035
1730,19267200.0,55.040085,1.0,80.06002,0.5,55.540066,60.08001,0.0,64.37193,0.0,0.2625,80.06002,69.49994,0.0,52.53273,0.5,1053.1447,1053.1447,0.3,55.541576,35.8625,65.84783,55.039978,69.49994,108.98833,67.23096,0.0,60.08001,60.08001,87.09682,67.14845,364.555,0.3,58.460075,80.06002,55.039978,0.6,58.460022
1740,19267260.0,55.238388,1.0,80.06002,0.5,0.0,60.08001,0.0,64.34094,0.0,0.2625,80.06002,47.624775,0.0,55.239876,0.5,107.524185,107.524185,0.3,0.0,3.7583668,65.74621,55.219986,47.624775,84.91587,67.21975,0.0,60.08001,60.08001,0.0,67.14159,264.84592,0.3,58.45925,80.06002,55.238335,0.6,58.459145
1742,19267320.0,56.82965,1.0,80.06002,0.5,0.0,60.08001,0.0,64.31711,0.0,0.2625,80.06002,48.45021,0.0,56.82965,0.5,43.9374,43.9374,0.3,0.0,3.9450445,65.728745,56.82965,48.45021,86.387634,67.213,0.0,60.08001,60.08001,0.0,67.140594,269.44028,0.3,58.45788,80.06002,56.82965,0.6,58.45777
1744,19267440.0,57.966843,1.0,80.06002,0.5,0.0,60.08001,0.0,64.32507,0.0,0.2625,80.06002,55.475502,0.0,57.966843,0.5,15.3959675,15.3959675,0.3,0.0,5.802795,65.72951,57.966843,55.475502,98.913864,67.223755,0.0,60.08001,60.08001,0.0,67.1596,308.50705,0.3,58.45365,80.06002,57.966843,0.6,58.453484
1747,19267500.0,58.257652,1.0,80.06002,0.5,0.0,60.08001,0.0,64.302055,0.0,0.2625,80.06002,59.235394,0.0,58.257652,0.5,8.34308,8.34308,0.3,0.0,6.983577,65.7121,58.257652,59.235394,105.15659,67.216064,0.0,60.08001,60.08001,0.0,67.15515,328.7454,0.3,58.450848,80.06002,58.257652,0.6,58.45063
1748,19267560.0,58.418713,1.0,80.06002,0.5,0.0,60.08001,0.0,64.28036,0.0,0.2625,80.06002,64.53968,0.0,58.418438,0.5,4.1368885,4.1368885,0.3,0.0,8.149263,65.76401,58.418106,64.53968,105.204,67.20827,0.019290268,60.08001,60.08001,0.0,67.151474,344.40543,0.3,58.447662,80.06002,58.418713,0.6,58.447334
1750,19267680.0,58.068634,1.0,80.06002,0.5,0.0,60.08001,0.0,64.28772,0.0,0.2625,80.06002,67.484406,0.0,58.07023,0.5,58.703423,58.703423,0.3,0.0,9.881131,65.80691,58.072258,67.484406,105.394554,67.211624,0.0578708,60.08001,60.08001,0.0,67.15999,353.3453,0.3,58.444313,80.06002,58.068634,0.6,58.439476
1753,19267800.0,57.329086,1.0,80.06002,0.5,0.0,60.08001,0.0,64.23685,0.0,0.2625,80.06002,67.574814,0.0,57.329967,0.5,125.269775,125.269775,0.3,0.0,10.926013,65.77214,57.331123,67.574814,105.55576,67.18734,0.096451335,60.08001,60.08001,0.0,67.14136,353.8481,0.3,58.506165,80.06002,57.329086,0.6,58.43003
1755,19267920.0,56.823555,1.0,80.06002,0.5,0.0,60.08001,0.0,64.233,0.0,0.2625,80.06002,67.632195,0.0,56.824432,0.5,215.7429,215.7429,0.3,0.0,11.599948,65.76741,56.82553,67.632195,105.65807,67.18361,0.0578708,60.08001,60.08001,0.0,67.142075,354.16727,0.3,58.426292,80.06002,56.823555,0.6,58.419098
1756,19268040.0,56.410744,1.0,80.06002,0.5,0.0,60.08001,0.0,64.17324,0.0,0.2625,80.06002,68.424355,0.0,56.411346,0.5,304.55368,304.55368,0.3,0.0,21.3285,65.72341,56.412117,68.424355,107.070526,67.15372,0.019290268,60.08001,60.08001,0.0,67.11719,358.57254,0.3,58.40745,80.06002,56.410744,0.6,58.406902
1758,19268100.0,56.217216,1.0,80.06002,0.5,0.0,60.08001,0.0,64.16846,0.0,0.2625,80.06002,68.73619,0.0,56.21782,0.5,348.2329,348.2329,0.3,0.0,25.390446,65.717804,56.218643,68.73619,107.62654,67.15015,0.0,60.08001,60.08001,0.0,67.11604,360.30707,0.3,58.400803,80.06002,56.217216,0.6,58.400368
1760,19268160.0,56.03682,1.0,80.06002,0.5,0.0,60.08001,0.0,64.16165,0.0,0.2625,80.06002,68.95263,0.0,56.037426,0.5,387.56586,387.56586,0.3,0.0,28.283556,65.711655,56.03814,68.95263,108.01246,67.14504,0.0,60.08001,60.08001,0.0,67.11224,361.51086,0.3,58.393993,80.06002,56.03682,0.6,58.393555
1762,19268280.0,55.698498,1.0,80.06002,0.5,0.0,60.08001,0.0,64.09529,0.0,0.2625,80.06002,69.22587,0.0,55.69899,0.5,457.3765,457.3765,0.3,0.0,32.019604,65.66315,55.699707,69.22587,108.49966,67.11071,0.0,60.08001,60.08001,0.0,67.08242,363.03058,0.3,58.379654,80.06002,55.698498,0.6,58.37922
1764,19268400.0,55.387695,1.0,80.06002,0.5,0.0,60.08001,0.0,64.07826,0.0,0.2625,80.06002,69.36524,0.0,55.38819,0.5,517.05,517.05,0.3,0.0,33.960464,65.647766,55.388794,69.36524,108.74815,67.09851,0.0,60.08001,60.08001,0.0,67.07358,363.80573,0.3,58.364494,80.06002,55.387695,0.6,58.364
1766,19268520.0,55.1043,1.0,80.06002,0.5,0.0,60.08001,0.0,64.00746,0.0,0.2625,80.06002,69.43442,0.0,55.104797,0.5,569.06866,569.06866,0.3,0.0,34.932095,65.59597,55.105347,69.43442,108.87148,67.061325,0.0,60.08001,60.08001,0.0,67.0404,364.1904,0.3,58.348564,80.06002,55.1043,0.6,58.34807
1768,19268640.0,54.845627,1.0,80.06002,0.5,0.0,60.08001,0.0,63.9868,0.0,0.2625,80.06002,69.468285,0.0,54.846016,0.5,614.96326,614.96326,0.3,0.0,35.410007,65.57768,54.846565,69.468285,108.93189,67.04666,0.0,60.08001,60.08001,0.0,67.02875,364.3788,0.3,58.33203,80.06002,54.845627,0.6,58.331535
1770,19268700.0,54.726868,1.0,80.06002,0.5,0.0,60.08001,0.0,63.949448,0.0,0.2625,80.06002,69.47802,0.0,54.72725,0.5,635.90784,635.90784,0.3,0.0,35.547337,65.5506,54.72769,69.47802,108.949234,67.02661,0.0,60.08001,60.08001,0.0,67.01013,364.43286,0.3,58.323624,80.06002,54.726868,0.6,58.32313
1772,19268760.0,54.614037,1.0,80.06002,0.5,0.0,60.08001,0.0,63.912865,0.0,0.2625,80.06002,69.4848,0.0,54.61442,0.5,655.5626,655.5626,0.3,0.0,35.64311,65.523346,54.61486,69.4848,108.96133,67.007385,0.0,60.08001,60.08001,0.0,66.99327,364.4706,0.3,58.31511,80.06002,54.614037,0.6,58.314617
1775,19268880.0,54.40535,1.0,80.06002,0.5,0.0,60.08001,0.0,63.889793,0.0,0.2625,80.06002,69.49281,0.0,54.405624,0.5,691.3515,691.3515,0.3,0.0,35.75634,65.502975,54.406067,69.49281,108.97562,66.99096,0.0,60.08001,60.08001,0.0,66.97958,364.51517,0.3,58.29792,80.06002,54.40535,0.6,58.29737
1776,19269000.0,54.217377,1.0,80.06002,0.5,0.0,60.08001,0.0,63.813824,0.0,0.2625,80.06002,69.49672,0.0,54.217705,0.5,722.95874,722.95874,0.3,0.0,35.81124,65.446884,54.218033,69.49672,108.982574,66.95026,0.0,60.08001,60.08001,0.0,66.942505,364.53687,0.3,58.280502,80.06002,54.217377,0.6,58.28001
1778,19269120.0,54.048294,1.0,80.06002,0.5,0.0,60.08001,0.0,63.789215,0.0,0.2625,80.06002,69.49861,0.0,54.048515,0.4997278,750.9108,750.9108,0.3,0.0,35.837837,65.425186,54.048843,69.49861,108.985954,66.93262,0.0,60.08001,60.08001,0.0,66.9274,364.5474,0.3,58.263145,80.06002,54.048294,0.59956664,58.26265
1780,19269240.0,55.02767,1.0,80.06002,0.5,25.161854,60.08001,0.0,63.712807,0.0,0.2625,80.06002,69.49955,0.0,53.896355,0.49893335,775.6561,775.6561,0.3,25.161856,35.85072,65.36839,55.029266,69.49955,108.987625,66.89148,0.0,60.08001,60.08001,39.51289,66.889725,364.5526,0.3,58.245895,80.06002,55.02767,0.5983111,58.245403
1782,19269300.0,55.029213,1.0,80.06002,0.5,26.747759,60.08001,0.0,63.705666,0.0,0.2625,80.06002,69.499825,0.0,53.826042,0.49835068,786.94965,786.94965,0.3,26.747759,35.8544,65.36119,55.030586,69.499825,108.9881,66.885765,0.0,60.08001,60.08001,41.993004,66.885925,364.55408,0.3,58.23738,80.06002,55.029213,0.59739584,58.23689
1784,19269360.0,55.03047,1.0,80.06002,0.5,28.248606,60.08001,0.0,63.697533,0.0,0.2625,80.06002,69.50001,0.0,53.75941,0.49765,797.58295,797.58295,0.3,28.248606,35.85696,65.35388,55.031685,69.50001,108.98844,66.87912,0.0,60.08001,60.08001,44.3408,66.88016,364.55515,0.3,58.228924,80.06002,55.03047,0.5963,58.228485
1786,19269480.0,55.03251,1.0,80.06002,0.5,31.014874,60.08001,0.0,63.630463,0.0,0.2625,80.06002,69.500244,0.0,53.636147,0.49591112,817.0305,817.0305,0.3,31.014874,35.859993,65.30478,55.03344,69.500244,108.98887,66.84358,0.0,60.08001,60.08001,48.669727,66.84825,364.5565,0.3,58.212444,80.06002,55.03251,0.5936,58.211952
1788,19269600.0,55.03399,1.0,80.06002,0.5,33.496582,60.08001,0.0,63.616287,0.0,0.2625,80.06002,69.50037,0.0,53.525238,0.49375,834.29767,834.29767,0.3,33.496582,35.86146,65.291046,55.03476,69.50037,108.98908,66.83166,0.0,60.08001,60.08001,52.55489,66.83902,364.55716,0.3,58.196457,80.06002,55.03399,0.5902778,58.196022
1791,19269720.0,55.035088,1.0,80.06002,0.5,35.72462,60.08001,0.0,63.55021,0.0,0.2625,80.06002,69.50044,0.0,53.425426,0.4912,849.6494,849.6494,0.3,35.72462,35.862183,65.242645,55.03569,69.50044,108.98921,66.796616,0.0,60.08001,60.08001,56.043983,66.80754,364.55753,0.3,58.181244,80.06002,55.035088,0.5864,58.1808
1792,19269840.0,55.03591,1.0,80.06002,0.5,37.725742,60.08001,0.0,63.53708,0.0,0.2625,80.06002,69.50047,0.0,53.335613,0.48829445,863.32135,863.32135,0.3,37.725742,35.862534,65.22963,55.036407,69.50047,108.98928,66.78508,0.0,60.08001,60.08001,59.178436,66.798645,364.55774,0.3,58.16685,80.06002,55.03591,0.58203334,58.166466
1794,19269900.0,55.03624,1.0,80.06002,0.5,38.64861,60.08001,0.0,63.5039,0.0,0.2625,80.06002,69.5005,0.0,53.29414,0.48671874,869.5942,869.5942,0.3,38.64861,35.86264,65.20568,55.036736,69.5005,108.98932,66.76727,0.0,60.08001,60.08001,60.62417,66.78206,364.55783,0.3,58.16004,80.06002,55.03624,0.5796875,58.159653
1796,19269960.0,55.03657,1.0,80.06002,0.5,39.52325,60.08001,0.0,63.471985,0.0,0.2625,80.06002,69.50052,0.0,53.254807,0.48506665,875.5242,875.5242,0.3,39.52325,35.862713,65.181946,55.036957,69.50052,108.98934,66.75047,0.0,60.08001,60.08001,61.99445,66.7675,364.55792,0.3,58.153503,80.06002,55.03657,0.57724446,58.15312
1799,19270080.0,55.037064,1.0,80.06002,0.5,41.137558,60.08001,0.0,63.45979,0.0,0.2625,80.06002,69.500534,0.0,53.18219,0.48155,886.4466,886.4466,0.3,41.137558,35.862804,65.169586,55.037395,69.500534,108.98937,66.73937,0.0,60.08001,60.08001,64.52377,66.75893,364.55804,0.3,58.14125,80.06002,55.037064,0.5721,58.140923
1800,19270200.0,55.037453,1.0,80.06002,0.5,42.58662,60.08001,0.0,63.395576,0.0,0.2625,80.06002,69.50056,0.0,53.116985,0.47777778,896.25854,896.25854,0.3,42.58662,35.862854,65.12262,55.03778,69.50056,108.98942,66.7052,0.0,60.08001,60.08001,66.79442,66.728226,364.55817,0.3,58.13032,80.06002,55.037453,0.56666666,58.12999
1802,19270320.0,55.03778,1.0,80.06002,0.5,43.886303,60.08001,0.0,63.384315,0.0,0.2625,80.06002,69.50057,0.0,53.058426,0.47378334,905.1126,905.1126,0.3,43.886303,35.86288,65.11092,55.038055,69.50057,108.98944,66.69444,0.0,60.08001,60.08001,68.83113,66.719986,364.55823,0.3,58.12082,80.06002,55.03778,0.56101114,58.120544
1804,19270440.0,55.038055,1.0,80.06002,0.5,45.069405,60.08001,0.0,63.32103,0.0,0.2625,80.06002,69.500595,0.0,53.005142,0.4696,913.4171,913.4171,0.3,45.069405,35.862904,65.06456,55.038277,69.500595,108.98948,66.660706,0.0,60.08001,60.08001,70.685295,66.689545,364.55835,0.3,58.112907,80.06002,55.038055,0.5552,58.112686
1807,19270500.0,55.038162,1.0,80.06002,0.5,45.615475,60.08001,0.0,63.31636,0.0,0.2625,80.06002,69.500595,0.0,52.980537,0.4674479,917.2706,917.2706,0.3,45.615475,35.862907,65.05913,55.038383,69.500595,108.98949,66.65599,0.0,60.08001,60.08001,71.54112,66.686584,364.55835,0.3,58.10956,80.06002,55.038162,0.55225694,58.10939
1809,19270560.0,55.038277,1.0,80.06002,0.5,46.131344,60.08001,0.0,63.31065,0.0,0.2625,80.06002,69.5006,0.0,52.957245,0.4652611,920.95807,920.95807,0.3,46.131344,35.862915,65.05352,55.038494,69.5006,108.9895,66.65033,0.0,60.08001,60.08001,72.34963,66.68164,364.55838,0.3,58.1067,80.06002,55.038277,0.5493,58.106537
1810,19270680.0,55.038494,1.0,80.06002,0.5,47.078125,60.08001,0.0,63.24819,0.0,0.2625,80.06002,69.50062,0.0,52.914562,0.4608,927.8918,927.8918,0.3,47.078125,35.862926,65.00781,55.03866,69.50062,108.98953,66.61693,0.0,60.08001,60.08001,73.83351,66.651596,364.55847,0.3,58.102364,80.06002,55.038494,0.54337776,58.10225
1812,19270800.0,55.03866,1.0,80.06002,0.5,47.920155,60.08001,0.0,63.238747,0.0,0.2625,80.06002,69.500626,0.0,52.87655,0.45625,934.3278,934.3278,0.3,47.920155,35.862934,64.997375,55.038826,69.500626,108.98955,66.60693,0.0,60.08001,60.08001,75.15322,66.643906,364.5585,0.3,58.10005,80.06002,55.03866,0.5375,58.1
1814,19270920.0,55.038826,1.0,80.06002,0.5,48.66743,60.08001,0.0,63.17711,0.0,0.2625,80.06002,69.50064,0.0,52.84282,0.45164445,940.34766,940.34766,0.3,48.66743,35.862946,64.952225,55.038933,69.50064,108.98957,66.57391,0.0,60.08001,60.08001,76.32443,66.61418,364.55862,0.3,58.09967,80.06002,55.038826,0.53173333,58.09967
1816,19271040.0,55.038933,1.0,80.06002,0.5,49.33126,60.08001,0.0,63.16854,0.0,0.2625,80.06002,69.50065,0.0,52.81288,0.44701666,945.9918,945.9918,0.3,49.33126,35.862953,64.9424,55.0391,69.50065,108.989586,66.56419,0.0,60.08001,60.08001,77.36487,66.60683,364.55865,0.3,58.100933,80.06002,55.038933,0.52614444,58.100933
1819,19271100.0,55.038986,1.0,80.06002,0.5,49.63483,60.08001,0.0,63.137505,0.0,0.2625,80.06002,69.500656,0.0,52.799206,0.44470486,948.68854,948.68854,0.3,49.63483,35.862957,64.92004,55.039154,69.500656,108.9896,66.547386,0.0,60.08001,60.08001,77.84065,66.59106,364.5587,0.3,58.10209,80.06002,55.038986,0.5234375,58.102196
1820,19271160.0,55.039043,1.0,80.06002,0.5,49.920906,60.08001,0.0,63.107735,0.0,0.2625,80.06002,69.50066,0.0,52.786297,0.4424,951.30927,951.30927,0.3,49.920906,35.86296,64.89784,55.039154,69.50066,108.98962,66.53157,0.0,60.08001,60.08001,78.289024,66.57738,364.55875,0.3,58.10368,80.06002,55.039043,0.5208,58.103737
1822,19271280.0,55.039154,1.0,80.06002,0.5,50.44447,60.08001,0.0,63.099987,0.0,0.2625,80.06002,69.50067,0.0,52.762676,0.43782777,956.3429,956.3429,0.3,50.44447,35.86297,64.888504,55.03926,69.50067,108.98963,66.52217,0.0,60.08001,60.08001,79.10962,66.5703,364.55878,0.3,58.1078,80.06002,55.039154,0.5157667,58.10791
1824,19271400.0,55.03926,1.0,80.06002,0.5,50.909245,60.08001,0.0,63.04,0.0,0.2625,80.06002,69.500694,0.0,52.74169,0.43333334,961.1292,961.1292,0.3,50.909245,35.862976,64.844505,55.039375,69.500694,108.989655,66.48987,0.0,60.08001,60.08001,79.838066,66.54112,364.55884,0.3,58.113182,80.06002,55.03926,0.51111114,58.11335
1827,19271520.0,55.039375,1.0,80.06002,0.5,51.3218,60.08001,0.0,63.033134,0.0,0.2625,80.06002,69.5007,0.0,52.72307,0.42895,965.6985,965.6985,0.3,51.3218,35.862984,64.83566,55.03943,69.5007,108.98967,66.480804,0.0,60.08001,60.08001,80.48468,66.53432,364.55893,0.3,58.11972,80.06002,55.039375,0.5069,58.119884
1828,19271640.0,55.03943,1.0,80.06002,0.5,51.688065,60.08001,0.0,62.97392,0.0,0.2625,80.06002,69.50072,0.0,52.70659,0.4247111,970.076,970.076,0.3,51.688065,35.86299,64.79216,55.039482,69.50072,108.98971,66.448784,0.0,60.08001,60.08001,81.05873,66.50548,364.559,0.3,58.12719,80.06002,55.03943,0.5032,58.12741
1830,19271700.0,55.039482,1.0,80.06002,0.5,51.855526,60.08001,0.0,62.971447,0.0,0.2625,80.06002,69.50072,0.0,52.699013,0.42265624,972.1993,972.1993,0.3,51.855526,35.862995,64.788086,55.039536,69.50072,108.989716,66.444885,0.0,60.08001,60.08001,81.3212,66.50317,364.559,0.3,58.131256,80.06002,55.039482,0.5015625,58.13153
1832,19271760.0,55.039482,1.0,80.06002,0.5,52.01338,60.08001,0.0,62.967876,0.0,0.2625,80.06002,69.50073,0.0,52.69187,0.42065,974.282,974.282,0.3,52.01338,35.863,64.78386,55.039536,69.50073,108.98972,66.44005,0.0,60.08001,60.08001,81.5686,66.498825,364.55905,0.3,58.135597,80.06002,55.039482,0.5000778,58.135815
1834,19271880.0,55.039536,1.0,80.06002,0.5,52.302555,60.08001,0.0,62.90943,0.0,0.2625,80.06002,69.50075,0.0,52.67885,0.4168,978.3327,978.3327,0.3,52.302555,35.86301,64.7408,55.039593,69.50075,108.98975,66.408356,0.0,60.08001,60.08001,82.02184,66.47026,364.5591,0.3,58.14466,80.06002,55.039536,0.4976,58.144936
1836,19272000.0,55.039593,1.0,80.06002,0.5,52.559956,60.08001,0.0,62.904213,0.0,0.2625,80.06002,69.50076,0.0,52.66726,0.41319445,982.2404,982.2404,0.3,52.559956,35.863018,64.732994,55.03965,69.50076,108.98978,66.39984,0.0,60.08001,60.08001,82.42528,66.46389,364.5592,0.3,58.15438,80.06002,55.039593,0.49583334,58.154655
1838,19272120.0,55.03965,1.0,80.06002,0.5,52.789505,60.08001,0.0,62.84659,0.0,0.2625,80.06002,69.50078,0.0,52.656876,0.40986666,986.0141,986.0141,0.3,52.789505,35.86303,64.69042,55.039703,69.50078,108.98981,66.36847,0.0,60.08001,60.08001,82.78506,66.43555,364.55927,0.3,58.164597,80.06002,55.03965,0.49484444,58.16487
1840,19272240.0,55.039703,1.0,80.06002,0.5,52.99475,60.08001,0.0,62.84214,0.0,0.2625,80.06002,69.50079,0.0,52.647594,0.40685,989.6594,989.6594,0.3,52.99475,35.863037,64.68301,55.039703,69.50079,108.98983,66.36023,0.0,60.08001,60.08001,83.10675,66.4294,364.55936,0.3,58.175148,80.06002,55.039703,0.4947,58.175476
1843,19272300.0,55.039703,1.0,80.06002,0.5,53.08927,60.08001,0.0,62.81308,0.0,0.2625,80.06002,69.5008,0.0,52.643364,0.40546876,991.43506,991.43506,0.3,53.08927,35.86304,64.66191,55.039757,69.5008,108.98984,66.34419,0.0,60.08001,60.08001,83.254906,66.41429,364.5594,0.3,58.180527,80.06002,55.039703,0.49496529,58.18086
1844,19272360.0,55.039703,1.0,80.06002,0.5,53.178898,60.08001,0.0,62.78523,0.0,0.2625,80.06002,69.50081,0.0,52.639297,0.40417778,993.1796,993.1796,0.3,53.178898,35.86305,64.64093,55.039757,69.50081,108.98986,66.32915,0.0,60.08001,60.08001,83.395386,66.40127,364.55948,0.3,58.185966,80.06002,55.039703,0.49546668,58.18624
1846,19272480.0,55.039757,1.0,80.06002,0.5,53.344852,60.08001,0.0,62.7816,0.0,0.2625,80.06002,69.500824,0.0,52.63183,0.40188333,996.5751,996.5751,0.3,53.344852,35.863056,64.63396,55.039757,69.500824,108.98988,66.32118,0.0,60.08001,60.08001,83.6555,66.39534,364.55954,0.3,58.196846,80.06002,55.039757,0.4972111,58.197174
1848,19272600.0,55.039757,1.0,80.06002,0.5,53.49522,60.08001,0.0,62.72541,0.0,0.2625,80.06002,69.50084,0.0,52.625015,0.4,999.8442,999.8442,0.3,53.49522,35.863068,64.592255,55.03981,69.50084,108.989914,66.29036,0.0,60.08001,60.08001,83.8912,66.36743,364.55963,0.3,58.207718,80.06002,55.039757,0.5,58.207993
1850,19272720.0,55.03981,1.0,80.06002,0.5,53.63238,60.08001,0.0,62.72255,0.0,0.2625,80.06002,69.50086,0.0,52.618866,0.3983889,1002.9831,1002.9831,0.3,53.63238,35.86308,64.58566,55.03981,69.50086,108.98996,66.28267,0.0,60.08001,60.08001,84.10619,66.361664,364.55975,0.3,58.21843,80.06002,55.03981,0.50333333,58.218704
1852,19272840.0,55.03981,1.0,80.06002,0.5,53.75847,60.08001,0.0,62.66707,0.0,0.2625,80.06002,69.50088,0.0,52.61315,0.39688888,1005.9864,1005.9864,0.3,53.75847,35.86309,64.544464,55.039867,69.50088,108.98998,66.252075,0.0,60.08001,60.08001,84.30384,66.33398,364.5598,0.3,58.228813,80.06002,55.03981,0.50666666,58.22914
1854,19272900.0,55.03981,1.0,80.06002,0.5,53.81797,60.08001,0.0,62.66652,0.0,0.2625,80.06002,69.500885,0.0,52.61046,0.39618057,1007.4349,1007.4349,0.3,53.81797,35.863094,64.541504,55.039867,69.500885,108.99,66.24883,0.0,60.08001,60.08001,84.39712,66.332214,364.55984,0.3,58.233925,80.06002,55.03981,0.5083333,58.2342
1856,19272960.0,55.03981,1.0,80.06002,0.5,53.875423,60.08001,0.0,62.66493,0.0,0.2625,80.06002,69.5009,0.0,52.60788,0.3955,1008.84674,1008.84674,0.3,53.875423,35.863106,64.53826,55.039867,69.5009,108.99003,66.24466,0.0,60.08001,60.08001,84.48718,66.32843,364.55994,0.3,58.23887,80.06002,55.03981,0.51,58.239143
1859,19273080.0,55.039867,1.0,80.06002,0.5,53.98498,60.08001,0.0,62.610107,0.0,0.2625,80.06002,69.500916,0.0,52.602936,0.39422223,1011.5554,1011.5554,0.3,53.98498,35.863113,64.4975,55.039867,69.500916,108.99005,66.21434,0.0,60.08001,60.08001,84.65893,66.300964,364.56,0.3,58.248314,80.06002,55.039867,0.5133333,58.24859
1860,19273200.0,55.039867,1.0,80.06002,0.5,54.08874,60.08001,0.0,62.60868,0.0,0.2625,80.06002,69.50093,0.0,52.598267,0.39305556,1014.1024,1014.1024,0.3,54.08874,35.86313,64.49162,55.039867,69.50093,108.99009,66.207085,0.0,60.08001,60.08001,84.821594,66.295525,364.56012,0.3,58.257103,80.06002,55.039867,0.51666665,58.257324
1862,19273320.0,55.039867,1.0,80.06002,0.5,54.188126,60.08001,0.0,62.554516,0.0,0.2625,80.06002,69.50096,0.0,52.59376,0.392,1016.47644,1016.47644,0.3,54.188126,35.86314,64.45125,55.039867,69.50096,108.99012,66.17703,0.0,60.08001,60.08001,84.97741,66.26822,364.5602,0.3,58.26512,80.06002,55.039867,0.52,58.265343
1864,19273440.0,55.039867,1.0,80.06002,0.5,54.284435,60.08001,0.0,62.55375,0.0,0.2625,80.06002,69.500984,0.0,52.589424,0.39105555,1018.6651,1018.6651,0.3,54.284435,35.863155,64.445755,55.039925,69.500984,108.990166,66.17006,0.0,60.08001,60.08001,85.12841,66.263,364.56033,0.3,58.27221,80.06002,55.039867,0.5233333,58.272377
1866,19273500.0,55.039867,1.0,80.06002,0.5,54.331806,60.08001,0.0,62.52639,0.0,0.2625,80.06002,69.500984,0.0,52.58728,0.390625,1019.6857,1019.6857,0.3,54.331806,35.86316,64.42581,55.039925,69.500984,108.99018,66.154625,0.0,60.08001,60.08001,85.20268,66.2484,364.56036,0.3,58.27534,80.06002,55.039867,0.525,58.275505
1868,19273560.0,55.039867,1.0,80.06002,0.5,54.378838,60.08001,0.0,62.500244,0.0,0.2625,80.06002,69.501,0.0,52.58519,0.39022222,1020.65497,1020.65497,0.3,54.378838,35.863167,64.40576,55.039925,69.501,108.9902,66.14023,0.0,60.08001,60.08001,85.27643,66.23587,364.56042,0.3,58.2782,80.06002,55.039867,0.52666664,58.278362
1870,19273680.0,55.039867,1.0,80.06002,0.5,54.47241,60.08001,0.0,62.500134,0.0,0.2625,80.06002,69.50103,0.0,52.580963,0.3895,1022.432,1022.432,0.3,54.47241,35.863186,64.400604,55.039925,69.50103,108.99026,66.13348,0.0,60.08001,60.08001,85.42315,66.23082,364.56064,0.3,58.28309,80.06002,55.039867,0.53,58.283195
1872,19273800.0,55.039867,1.0,80.06002,0.5,54.566074,60.08001,0.0,62.44718,0.0,0.2625,80.06002,69.501045,0.0,52.576733,0.3888889,1023.9809,1023.9809,0.3,54.566074,35.863194,64.36099,55.039925,69.501045,108.99027,66.10387,0.0,60.08001,60.08001,85.57003,66.20384,364.56067,0.3,58.286602,80.06002,55.039867,0.53333336,58.28666
1875,19273920.0,55.039867,1.0,80.06002,0.5,54.66074,60.08001,0.0,62.447674,0.0,0.2625,80.06002,69.50107,0.0,52.57245,0.3883889,1025.2861,1025.2861,0.3,54.66074,35.86321,64.35622,55.039925,69.50107,108.99032,66.097336,0.0,60.08001,60.08001,85.71848,66.1989,364.5608,0.3,58.28869,80.06002,55.039867,0.5366667,58.288742
