,time,VAV: Core Zone Discharge Air Temperature,AHU: Outdoor Air Damper Position,VAV Core Zone Cooling SP,Diffuse Horizontal Solar Irradiation,VAV: North zone Q,VAV North Zone Heating SP,VAV: North Zone Reheat Control Signal,VAV: South Zone Room Air Temperature,VAV: South Zone Reheat Control Signal,VAV: South Zone Damper Control Signal,VAV North Zone Cooling SP,VAV: North Zone Airflow Rate,VAV: Core Zone Reheat Control Signal,AHU: Supply Air Temperature,Direct Normal Solar Irradiation,AHU:Cooling Coil Load,AHU: Cooling coil Load,VAV: North Zone Damper Control Signal,VAV: Core zone Q,AHU: Supply Fan Power,AHU: RAT,VAV: South Zone Discharge Air Temperature,VAV: Core Zone Airflow Rate,VAV: South Zone Airflow Rate,VAV: North Zone Room Air Temperature,AHU: Return Air Damper Position,VAV South Zone Heating SP,VAV Core Zone Heating SP,VAV: South zone Q,VAV: Core Zone Room Air Temperature,AHU: Supply Fan Airflow Rate,VAV: Core Zone Damper Control Signal,AHU: MAT,VAV South Zone Cooling SP,VAV: North Zone Discharge Air Temperature,Global Horizontal Solar Irradiation,Outdoor Air Temperature
7341,19542720.0,55.04003,1.0,80.06002,0.5,55.625122,60.08001,0.0,60.923378,0.0,0.2625,80.06002,69.50092,0.0,52.528885,0.49967408,1243.6637,1243.6637,0.3,55.625122,35.86312,63.276703,55.04003,69.50092,108.99007,65.21463,0.0,60.08001,60.08001,87.23021,65.69336,364.56006,0.3,58.80955,80.06002,55.04003,0.6,58.80955
7342,19542840.0,55.04003,1.0,80.06002,0.5,55.612286,60.08001,0.0,60.881958,0.0,0.2625,80.06002,69.50094,0.0,52.52949,0.49872592,1244.4197,1244.4197,0.3,55.612286,35.863132,63.245773,55.04003,69.50094,108.990105,65.19118,0.0,60.08001,60.08001,87.21008,65.67276,364.56015,0.3,58.810432,80.06002,55.04003,0.6,58.810432
7344,19542900.0,55.04003,1.0,80.06002,0.5,55.606453,60.08001,0.0,60.888275,0.0,0.2625,80.06002,69.500946,0.0,52.529766,0.49803242,1244.7985,1244.7985,0.3,55.606453,35.86314,63.247696,55.04003,69.500946,108.99011,65.191284,0.0,60.08001,60.08001,87.20094,65.67409,364.5602,0.3,58.810867,80.06002,55.04003,0.6,58.810867
7346,19542960.0,55.04003,1.0,80.06002,0.5,55.601032,60.08001,0.0,60.89344,0.0,0.2625,80.06002,69.50096,0.0,52.529984,0.4972,1245.177,1245.177,0.3,55.601032,35.863144,63.2494,55.04003,69.50096,108.99012,65.190414,0.0,60.08001,60.08001,87.19245,65.67331,364.56024,0.3,58.811363,80.06002,55.04003,0.6,58.811363
7348,19543080.0,55.04003,1.0,80.06002,0.5,55.59147,60.08001,0.0,60.85224,0.0,0.2625,80.06002,69.500984,0.0,52.530426,0.49514073,1245.9298,1245.9298,0.3,55.59147,35.863155,63.21853,55.04003,69.500984,108.990166,65.16701,0.0,60.08001,60.08001,87.17746,65.652664,364.56033,0.3,58.812355,80.06002,55.04003,0.6,58.812355
7350,19543200.0,55.04003,1.0,80.06002,0.5,55.583668,60.08001,0.0,60.863884,0.0,0.2625,80.06002,69.501,0.0,52.530754,0.4925926,1246.6722,1246.6722,0.3,55.583668,35.863167,63.2221,55.04003,69.501,108.990204,65.16635,0.0,60.08001,60.08001,87.16524,65.65326,364.56042,0.3,58.81334,80.06002,55.04003,0.6,58.81334
7352,19543320.0,55.04003,1.0,80.06002,0.5,55.5777,60.08001,0.0,60.822906,0.0,0.2625,80.06002,69.501015,0.0,52.53103,0.4896,1247.3982,1247.3982,0.3,55.5777,35.86318,63.191505,55.04003,69.501015,108.99023,65.14306,0.0,60.08001,60.08001,87.15589,65.63266,364.56052,0.3,58.81433,80.06002,55.04003,0.6,58.81433
7354,19543440.0,55.04003,1.0,80.06002,0.5,55.57365,60.08001,0.0,60.83477,0.0,0.2625,80.06002,69.50104,0.0,52.53125,0.4862074,1248.1014,1248.1014,0.3,55.57365,35.86319,63.19513,55.04003,69.50104,108.990265,65.14251,0.0,60.08001,60.08001,87.14955,65.63327,364.56064,0.3,58.81532,80.06002,55.04003,0.6,58.81532
7357,19543500.0,55.04003,1.0,80.06002,0.5,55.572353,60.08001,0.0,60.81379,0.0,0.2625,80.06002,69.50104,0.0,52.531303,0.484375,1248.4427,1248.4427,0.3,55.572353,35.863194,63.180023,55.04003,69.50104,108.990265,65.13037,0.0,60.08001,60.08001,87.14752,65.6219,364.56064,0.3,58.815758,80.06002,55.04003,0.6,58.81581
7358,19543560.0,55.04003,1.0,80.06002,0.5,55.57156,60.08001,0.0,60.794014,0.0,0.2625,80.06002,69.50105,0.0,52.531303,0.48245925,1248.7761,1248.7761,0.3,55.57156,35.8632,63.164696,55.04003,69.50105,108.99029,65.11928,0.0,60.08001,60.08001,87.146286,65.61267,364.5607,0.3,58.816254,80.06002,55.04003,0.6,58.816254
7360,19543680.0,55.04003,1.0,80.06002,0.5,55.5715,60.08001,0.0,60.80604,0.0,0.2625,80.06002,69.50107,0.0,52.531303,0.4784,1249.4159,1249.4159,0.3,55.5715,35.863213,63.16854,55.04003,69.50107,108.99032,65.118774,0.0,60.08001,60.08001,87.1462,65.61327,364.5608,0.3,58.81713,80.06002,55.04003,0.6,58.81713
7362,19543800.0,55.04003,1.0,80.06002,0.5,55.57351,60.08001,0.0,60.765503,0.0,0.2625,80.06002,69.50108,0.0,52.53125,0.47407407,1250.0144,1250.0144,0.3,55.57351,35.86322,63.138165,55.04003,69.50108,108.99035,65.0956,0.0,60.08001,60.08001,87.14937,65.592674,364.5609,0.3,58.8179,80.06002,55.04003,0.6,58.8179
7364,19543920.0,55.04003,1.0,80.06002,0.5,55.577656,60.08001,0.0,60.777752,0.0,0.2625,80.06002,69.501114,0.0,52.53103,0.46952593,1250.5657,1250.5657,0.3,55.577656,35.863235,63.141953,55.04003,69.501114,108.9904,65.095215,0.0,60.08001,60.08001,87.15588,65.59334,364.56107,0.3,58.818615,80.06002,55.04003,0.6,58.818615
7366,19544040.0,55.04003,1.0,80.06002,0.5,55.583942,60.08001,0.0,60.737377,0.0,0.2625,80.06002,69.501114,0.0,52.530754,0.4648,1251.0632,1251.0632,0.3,55.583942,35.863243,63.111855,55.04003,69.501114,108.99041,65.07208,0.0,60.08001,60.08001,87.16576,65.572784,364.56107,0.3,58.81922,80.06002,55.04003,0.6,58.81922
7368,19544100.0,55.04003,1.0,80.06002,0.5,55.587914,60.08001,0.0,60.744186,0.0,0.2625,80.06002,69.50112,0.0,52.53059,0.46238425,1251.2898,1251.2898,0.3,55.587914,35.863247,63.114105,55.04003,69.50112,108.990425,65.07242,0.0,60.08001,60.08001,87.17199,65.57416,364.5611,0.3,58.81944,80.06002,55.04003,0.6,58.81944
7370,19544160.0,55.04003,1.0,80.06002,0.5,55.592438,60.08001,0.0,60.749847,0.0,0.2625,80.06002,69.50114,0.0,52.530373,0.45994073,1251.5007,1251.5007,0.3,55.592438,35.863255,63.115974,55.04003,69.50114,108.99044,65.07176,0.0,60.08001,60.08001,87.17909,65.57345,364.56113,0.3,58.819656,80.06002,55.04003,0.6,58.819656
7373,19544280.0,55.039978,1.0,80.06002,0.5,55.60317,60.08001,0.0,60.709694,0.0,0.2625,80.06002,69.50115,0.0,52.529877,0.4549926,1251.8718,1251.8718,0.3,55.60317,35.863266,63.08587,55.039978,69.50115,108.99047,65.04874,0.0,60.08001,60.08001,87.19593,65.5529,364.56125,0.3,58.81993,80.06002,55.039978,0.6,58.81993
7374,19544400.0,55.039978,1.0,80.06002,0.5,55.616158,60.08001,0.0,60.72233,0.0,0.2625,80.06002,69.50117,0.0,52.529327,0.45,1252.1702,1252.1702,0.3,55.616158,35.863277,63.0901,55.039978,69.50117,108.9905,65.04852,0.0,60.08001,60.08001,87.21632,65.55362,364.5613,0.3,58.820045,80.06002,55.039978,0.6,58.81999
7381,19544520.0,55.039978,1.0,77.899994,0.5,55.63097,64.04003,0.0,60.7315,0.21238264,0.2625,77.899994,69.50119,0.0,52.528667,0.4450074,1252.4043,1252.4043,0.3,55.63097,35.863285,63.082573,61.193146,69.50119,108.990524,65.02556,0.0,64.04003,64.04003,302.0263,65.53307,364.5614,0.3,58.81993,77.899994,55.039978,0.6,58.81993
7382,19544640.0,55.039978,1.0,77.899994,0.5,55.646004,64.04003,0.0,60.798134,0.23294483,0.2625,77.899994,69.50121,0.0,52.527954,0.44005924,1252.5985,1252.5985,0.3,55.646004,35.8633,63.112183,62.04014,69.50121,108.99056,65.02539,0.0,64.04003,64.04003,331.31842,65.533844,364.56152,0.3,58.819656,77.899994,55.039978,0.6,58.819656
7384,19544700.0,55.039978,1.0,77.899994,0.5,55.65348,64.04003,0.0,60.8067,0.24445844,0.2625,77.899994,69.50121,0.0,52.527626,0.43761575,1252.6821,1252.6821,0.3,55.65348,35.863304,63.110973,62.512054,69.50121,108.99058,65.01347,0.0,64.04003,64.04003,347.83264,65.52258,364.56155,0.3,58.81944,77.899994,55.039978,0.6,58.81944
7386,19544760.0,55.039978,1.0,77.899994,0.5,55.660904,64.04003,0.0,60.818127,0.2557785,0.2625,77.899994,69.50123,0.0,52.527294,0.4352,1252.7573,1252.7573,0.3,55.660904,35.86331,63.110424,62.975677,69.50123,108.9906,65.00255,0.0,64.04003,64.04003,363.9311,65.51346,364.56165,0.3,58.81922,77.899994,55.039978,0.6,58.81922
7388,19544880.0,55.039978,1.0,77.899994,0.5,55.675537,64.04003,0.0,60.895912,0.27503565,0.2625,77.899994,69.50126,0.0,52.526634,0.43047407,1252.8838,1252.8838,0.3,55.675537,35.863327,63.145416,63.765266,69.50126,108.990654,65.00243,0.0,64.04003,64.04003,391.23157,65.51434,364.56174,0.3,58.818672,77.899994,55.039978,0.6,58.818615
7391,19545000.0,55.039978,1.0,77.899994,0.5,55.689766,64.04003,0.0,60.926727,0.2965058,0.2625,77.899994,69.501274,0.0,52.525978,0.42592594,1252.9811,1252.9811,0.3,55.689766,35.863342,63.1486,64.64153,69.501274,108.99069,64.97964,0.0,64.04003,64.04003,421.7813,65.49402,364.56186,0.3,58.817955,77.899994,55.039978,0.6,58.8179
7393,19545120.0,55.039978,1.0,77.899994,0.5,55.70348,64.04003,0.0,61.01407,0.31439295,0.2625,77.899994,69.501305,0.0,52.52537,0.4216,1253.0524,1253.0524,0.3,55.70348,35.86336,63.187935,65.37334,69.501305,108.990746,64.97964,0.0,64.04003,64.04003,447.07327,65.49495,364.56207,0.3,58.817184,77.899994,55.039978,0.6,58.81713
7394,19545240.0,55.039978,1.0,77.899994,0.5,55.716576,64.04003,0.0,61.054222,0.33443254,0.2625,77.899994,69.50133,0.0,52.524765,0.41754073,1253.1011,1253.1011,0.3,55.716576,35.863377,63.195786,66.18939,69.50133,108.99078,64.956894,0.0,64.04003,64.04003,475.53,65.474686,364.56216,0.3,58.816307,77.899994,55.039978,0.6,58.816254
7396,19545300.0,55.039978,1.0,77.899994,0.5,55.72286,64.04003,0.0,61.10196,0.34275153,0.2625,77.899994,69.50134,0.0,52.52449,0.415625,1253.118,1253.118,0.3,55.72286,35.863384,63.217377,66.52986,69.50134,108.99081,64.95739,0.0,64.04003,64.04003,487.23425,65.47622,364.56226,0.3,58.81581,77.899994,55.039978,0.6,58.81581
7398,19545360.0,55.039978,1.0,77.899994,0.5,55.72896,64.04003,0.0,61.149582,0.35089818,0.2625,77.899994,69.501366,0.0,52.524216,0.41379258,1253.1306,1253.1306,0.3,55.72896,35.863396,63.239075,66.86319,69.501366,108.99085,64.956955,0.0,64.04003,64.04003,498.8057,65.47572,364.56232,0.3,58.815376,77.899994,55.039978,0.6,58.81532
7400,19545480.0,55.039978,1.0,77.899994,0.5,55.74054,64.04003,0.0,61.197815,0.3694581,0.2625,77.899994,69.50139,0.0,52.523666,0.4104,1253.1443,1253.1443,0.3,55.74054,35.86341,63.250885,67.61905,69.50139,108.99089,64.934265,0.0,64.04003,64.04003,525.16644,65.45557,364.56244,0.3,58.814384,77.899994,55.039978,0.6,58.81433
7403,19545600.0,55.039978,1.0,77.899994,0.5,55.75125,64.04003,0.0,61.29982,0.38446483,0.2625,77.899994,69.50143,0.0,52.52323,0.4074074,1253.146,1253.146,0.3,55.75125,35.86343,63.29763,68.234726,69.50143,108.990944,64.93443,0.0,64.04003,64.04003,546.42316,65.45672,364.56265,0.3,58.813396,77.899994,55.039978,0.6,58.81334
7404,19545720.0,55.039978,1.0,77.899994,0.5,55.761017,64.04003,0.0,61.35475,0.4015112,0.2625,77.899994,69.50144,0.0,52.52279,0.40485924,1253.139,1253.139,0.3,55.761017,35.863445,63.312904,68.93027,69.50144,108.99098,64.91185,0.0,64.04003,64.04003,570.68274,65.436615,364.5627,0.3,58.81241,77.899994,55.039978,0.6,58.812355
7406,19545840.0,55.039978,1.0,77.899994,0.5,55.76977,64.04003,0.0,61.4622,0.41503513,0.2625,77.899994,69.50147,0.0,52.52235,0.4028,1253.1272,1253.1272,0.3,55.76977,35.863464,63.36256,69.48721,69.50147,108.99103,64.91207,0.0,64.04003,64.04003,589.8996,65.43788,364.56287,0.3,58.811417,77.899994,55.039978,0.6,58.811363
7408,19545900.0,55.039978,1.0,77.899994,0.5,55.773754,64.04003,0.0,61.491478,0.42290315,0.2625,77.899994,69.50147,0.0,52.522186,0.40196759,1253.1205,1253.1205,0.3,55.773754,35.86347,63.37146,69.80873,69.50147,108.991035,64.900314,0.0,64.04003,64.04003,601.17303,65.426895,364.5629,0.3,58.810925,77.899994,55.039978,0.6,58.810867
7411,19545960.0,55.039978,1.0,77.899994,0.5,55.777466,64.04003,0.0,61.522736,0.430548,0.2625,77.899994,69.50149,0.0,52.52202,0.40127409,1253.114,1253.114,0.3,55.777466,35.863476,63.38085,70.121735,69.50149,108.99105,64.889496,0.0,64.04003,64.04003,612.03326,65.41794,364.56296,0.3,58.810486,77.899994,55.039978,0.6,58.810432
7412,19546080.0,55.039978,1.0,77.899994,0.5,55.78404,64.04003,0.0,61.634354,0.4425778,0.2625,77.899994,69.50151,0.0,52.521744,0.40032592,1253.1035,1253.1035,0.3,55.78404,35.863487,63.432983,70.61914,69.50151,108.9911,64.889824,0.0,64.04003,64.04003,629.17834,65.41931,364.56308,0.3,58.80961,77.899994,55.039978,0.6,58.80955
7414,19546200.0,55.039978,1.0,77.899994,0.5,55.789448,64.04003,0.0,61.69934,0.45655134,0.2625,77.899994,69.50151,0.0,52.52147,0.4,1253.0992,1253.0992,0.3,55.789448,35.863495,63.453804,71.19186,69.50151,108.99111,64.867355,0.0,64.04003,64.04003,649.16003,65.399475,364.5631,0.3,58.808784,77.899994,55.039978,0.6,58.808784
7416,19546320.0,55.039978,1.0,77.899994,0.50695133,55.79365,64.04003,0.0,61.814037,0.46709296,0.2625,77.899994,69.501526,0.0,52.52131,0.4,1253.1052,1253.1052,0.3,55.79365,35.863506,63.507797,71.62923,69.501526,108.991135,64.86774,0.0,64.04003,64.04003,664.2191,65.40102,364.56317,0.3,58.808067,77.899994,55.039978,0.60719734,58.808067
7418,19546440.0,55.039978,1.0,77.899994,0.5276589,55.796608,64.04003,0.0,61.882263,0.47954023,0.2625,77.899994,69.501526,0.0,52.52114,0.4,1253.1251,1253.1251,0.3,55.796608,35.863506,63.53065,72.14014,69.501526,108.991135,64.84533,0.0,64.04003,64.04003,682.04803,65.3813,364.56317,0.3,58.807518,77.899994,55.039978,0.62862426,58.807465
7420,19546500.0,55.039978,1.0,77.899994,0.5431025,55.79761,64.04003,0.0,61.94093,0.48416418,0.2625,77.899994,69.501526,0.0,52.52114,0.4,1253.1416,1253.1416,0.3,55.79761,35.86351,63.558334,72.33279,69.501526,108.991135,64.84599,0.0,64.04003,64.04003,688.61646,65.38306,364.56317,0.3,58.807243,77.899994,55.039978,0.64459634,58.807243
7422,19546560.0,55.04003,1.0,77.899994,0.56190276,55.798286,64.04003,0.0,61.998882,0.48861325,0.2625,77.899994,69.50153,0.0,52.521088,0.4,1253.163,1253.163,0.3,55.798286,35.86351,63.586075,72.51785,69.50153,108.99114,64.845764,0.0,64.04003,64.04003,695.03125,65.382996,364.56323,0.3,58.80708,77.899994,55.04003,0.66403294,58.807022
7424,19546680.0,55.04003,1.0,77.899994,0.60946316,55.79865,64.04003,0.0,62.06936,0.4995583,0.2625,77.899994,69.501526,0.0,52.521088,0.4,1253.2225,1253.2225,0.3,55.79865,35.863506,63.61036,72.96752,69.501526,108.99113,64.82341,0.0,64.04003,64.04003,710.72766,65.36339,364.56314,0.3,58.806805,77.899994,55.04003,0.7131758,58.806747
7427,19546800.0,55.040253,1.0,77.899994,0.67012024,55.214317,64.04003,0.0,62.18653,0.5072102,0.27313507,77.899994,69.487785,0.0,52.54586,0.4,1260.7811,1260.7811,0.3,55.214317,36.24188,63.6448,72.98642,69.487785,112.08418,64.82396,0.0,64.04003,64.04003,730.16254,65.36537,369.06967,0.3,58.806694,77.899994,55.040253,0.77580494,58.806694
7428,19546920.0,55.040634,1.0,77.899994,0.74365425,53.99948,64.04003,0.0,62.25871,0.5166668,0.2870836,77.899994,69.47292,0.0,52.60041,0.4,1276.4781,1276.4781,0.3,53.99948,37.01629,63.63491,72.97741,69.47292,117.34647,64.80171,0.0,64.04003,64.04003,762.06854,65.34581,376.76224,0.3,58.806805,77.899994,55.040634,0.8516727,58.806805
7430,19547040.0,55.040802,1.0,77.899994,0.82984525,53.057613,64.04003,0.0,62.3778,0.5228041,0.296136,77.899994,69.47044,0.0,52.64375,0.4,1290.8275,1290.8275,0.3,53.057613,37.75902,63.668472,72.9778,69.47044,121.43616,64.80232,0.0,64.04003,64.04003,787.014,65.34768,382.76755,0.3,58.80708,77.899994,55.040802,0.94053143,58.80708
7432,19547100.0,55.040802,1.0,77.899994,0.8776185,52.692276,64.04003,0.0,62.414223,0.52686834,0.3021308,77.899994,69.46874,0.0,52.660065,0.4,1297.731,1297.731,0.3,52.692276,38.135746,63.670563,72.97752,69.46874,123.51837,64.790726,0.0,64.04003,64.04003,799.84595,65.33702,385.82364,0.3,58.807354,77.899994,55.040802,0.989755,58.807354
7434,19547160.0,55.040855,1.0,77.899994,0.92847353,52.25937,64.04003,0.0,62.45218,0.53071046,0.30779794,77.899994,69.46653,0.0,52.679565,0.4,1305.6106,1305.6106,0.3,52.25937,38.54976,63.672318,72.97631,69.46653,125.81305,64.78018,0.0,64.04003,64.04003,813.8804,65.328125,389.19067,0.3,58.807686,77.899994,55.040855,1.0421333,58.807686
7436,19547280.0,55.040802,1.0,77.899994,1.0393193,51.69942,64.04003,0.0,62.57193,0.53537655,0.31468037,77.899994,69.46949,0.0,52.705547,0.4,1318.719,1318.719,0.3,51.69942,39.226395,63.717087,72.98137,69.46949,129.03505,64.7809,0.0,64.04003,64.04003,833.90356,65.32999,393.9364,0.3,58.808453,77.899994,55.040802,1.1562307,58.80851
7438,19547400.0,55.04069,1.0,77.899994,1.1621625,51.239834,64.04003,0.0,62.647076,0.5417997,0.3241546,77.899994,69.4683,0.0,52.725983,0.4,1332.0503,1332.0503,0.3,51.239834,39.909637,63.73082,72.98302,69.4683,132.54652,64.75876,0.0,64.04003,64.04003,855.79114,65.31038,399.0953,0.3,58.80955,77.899994,55.04069,1.2825757,58.80961
7440,19547520.0,55.04058,1.0,77.899994,1.2967837,50.977596,64.04003,0.0,62.766003,0.54506904,0.3289768,77.899994,69.47266,0.0,52.738396,0.4,1343.5731,1343.5731,0.3,50.977596,40.456963,63.783337,72.98982,69.47266,134.93697,64.75952,0.0,64.04003,64.04003,871.0188,65.3123,402.62262,0.3,58.81098,77.899994,55.04058,1.4209208,58.81098
7443,19547640.0,55.040474,1.0,77.899994,1.4429626,50.77905,64.04003,0.0,62.840492,0.5500928,0.3363869,77.899994,69.47224,0.0,52.74702,0.4,1355.1892,1355.1892,0.3,50.77905,41.000412,63.803825,72.99257,69.47224,137.62825,64.73744,0.0,64.04003,64.04003,888.1197,65.292694,406.57797,0.3,58.812683,77.899994,55.040474,1.5710182,58.812737
7444,19547700.0,55.040417,1.0,77.899994,1.5203177,50.697353,64.04003,0.0,62.899544,0.5511475,0.33794257,77.899994,69.47403,0.0,52.750977,0.4,1360.6882,1360.6882,0.3,50.697353,41.23444,63.831512,72.99554,69.47403,138.63483,64.73833,0.0,64.04003,64.04003,894.59094,65.29451,408.06323,0.3,58.81367,77.899994,55.040417,1.6503966,58.81373
7446,19547760.0,55.040306,1.0,77.899994,1.6004798,50.744278,64.04003,0.0,62.957275,0.5520543,0.3392801,77.899994,69.47697,0.0,52.749054,0.4,1364.9158,1364.9158,0.3,50.744278,41.40318,63.861176,72.99993,69.47697,139.2375,64.738266,0.0,64.04003,64.04003,898.76746,65.29472,408.95795,0.3,58.814713,77.899994,55.040306,1.7326201,58.81477
7448,19547880.0,55.040253,1.0,77.899994,1.7691153,50.74439,64.04003,0.0,63.02995,0.5557714,0.34476283,77.899994,69.47681,0.0,52.74867,0.4,1374.6466,1374.6466,0.3,50.74439,41.80058,63.885895,73.003006,69.47681,141.16217,64.71624,0.0,64.04003,64.04003,911.3282,65.27522,411.787,0.3,58.81713,77.899994,55.040253,1.9054788,58.817184
7458,19548000.0,55.800945,1.0,77.0,1.9487625,908.3776,66.91998,0.12677775,63.143715,0.71652496,0.5818744,77.0,69.48165,0.09869917,52.742958,0.4,1382.4402,1382.4402,0.3,734.9031,42.05853,63.945824,73.55386,69.48165,142.04611,64.717224,0.0,66.91998,66.91998,1825.9894,65.27742,413.10077,0.3,58.81993,77.0,55.953323,2.0894625,58.81999
7461,19548120.0,58.54731,1.0,77.0,2.138862,140.25462,66.91998,0.14303038,63.30686,0.7348629,0.60892284,77.0,69.084435,0.11110926,53.610546,0.4,1631.0206,1631.0206,0.3,109.06624,60.375828,63.787567,75.26619,69.084435,242.88884,64.718216,0.0,66.91998,66.91998,1676.9728,65.27325,560.1964,0.3,58.823174,77.0,59.95878,2.2839758,58.823227
7462,19548240.0,59.056137,1.0,77.0,2.3395336,154.89632,66.91998,0.15772614,63.53483,0.74812025,0.62847733,77.0,69.23853,0.12209628,53.63318,0.4,1680.9559,1680.9559,0.3,120.0023,66.05058,63.942474,75.40901,69.23853,251.8445,64.74547,0.0,66.91998,66.91998,1748.5988,65.293686,573.81805,0.3,58.826744,77.0,60.632458,2.4891186,58.826797
7464,19548300.0,59.323326,1.0,77.0,2.4437225,162.82967,66.91998,0.16562982,63.62832,0.75529027,0.63905317,77.0,69.28218,0.12814179,53.629936,0.4,1703.4705,1703.4705,0.3,126.07812,68.17967,64.00537,75.46449,69.28218,255.90137,64.7481,0.0,66.91998,66.91998,1781.5223,65.2933,579.91144,0.3,58.828667,77.0,60.982704,2.595555,58.82872
7466,19548360.0,59.586395,1.0,77.0,2.5504441,170.59265,66.91998,0.17342311,63.723793,0.7620009,0.6489514,77.0,69.31145,0.13409561,53.62664,0.4,1725.864,1725.864,0.3,132.01236,70.065094,64.07013,75.51047,69.31145,259.982,64.75244,0.0,66.91998,66.91998,1814.0029,65.294556,585.9976,0.3,58.830643,77.0,61.327892,2.7045274,58.8307
7468,19548480.0,60.04425,1.0,77.0,2.7713737,184.73396,66.91998,0.18754336,63.953625,0.7720574,0.6637847,77.0,69.35263,0.14466052,53.607414,0.4,1766.8983,1766.8983,0.3,142.60428,73.01932,64.237946,75.59035,69.35263,266.47418,64.785126,0.0,66.91998,66.91998,1867.7213,65.31944,595.665,0.3,58.83493,77.0,61.94538,2.929954,58.834984
7470,19548600.0,60.542862,1.0,77.0,3.0021029,199.8926,66.91998,0.20265715,64.14303,0.7828071,0.67964053,77.0,69.37037,0.15622705,53.582863,0.4,1806.0674,1806.0674,0.3,154.23302,75.46536,64.37479,75.64697,69.37037,272.67398,64.79699,0.0,66.91998,66.91998,1918.1866,65.32439,604.83325,0.3,58.839546,77.0,62.60313,3.1651516,58.8396
7472,19548720.0,60.973034,1.0,77.0,3.2424116,213.50723,66.91998,0.21615705,64.36929,0.78996664,0.69020075,77.0,69.385574,0.16633111,53.551163,0.4,1841.9373,1841.9373,0.3,164.4472,77.40115,64.54744,75.69537,69.385574,277.39316,64.834564,0.0,66.91998,66.91998,1958.4712,65.35333,611.8173,0.3,58.844433,77.0,63.18672,3.4098716,58.84449
7474,19548840.0,61.4466,1.0,77.0,3.49208,228.15327,66.91998,0.2306467,64.554794,0.7978711,0.70185995,77.0,69.39137,0.17743416,53.51722,0.4,1876.157,1876.157,0.3,175.7101,79.099045,64.68735,75.72998,69.39137,281.90338,64.85077,0.0,66.91998,66.91998,1996.4331,65.36185,618.46625,0.3,58.849594,77.0,63.813057,3.6638668,58.84965
7477,19548900.0,61.651222,1.0,77.0,3.6203554,234.68326,66.91998,0.23709337,64.66488,0.8003087,0.70545536,77.0,69.395706,0.18225588,53.499474,0.4,1892.3014,1892.3014,0.3,180.60599,79.827866,64.77337,75.74624,69.395706,283.7051,64.87197,0.0,66.91998,66.91998,2012.276,65.37839,621.1285,0.3,58.852287,77.0,64.09151,3.794265,58.85234
7478,19548960.0,61.852432,1.0,77.0,3.7508883,241.2398,66.91998,0.24348567,64.77321,0.80244267,0.70860296,77.0,69.40091,0.18704712,53.47816,0.4,1907.2051,1907.2051,0.3,185.54068,80.422066,64.85901,75.7626,69.40091,285.06482,64.89279,0.0,66.91998,66.91998,2025.3348,65.39437,623.14325,0.3,58.855034,77.0,64.36589,3.926889,58.855087
7480,19549080.0,62.30293,1.0,77.0,4.0186167,255.36024,66.91998,0.25731456,64.95096,0.8078128,0.7165239,77.0,69.404205,0.19766027,53.438225,0.4,1936.6339,1936.6339,0.3,196.42244,81.57652,64.99689,75.78601,69.404205,288.0864,64.912895,0.0,66.91998,66.91998,2052.5757,65.40607,627.5959,0.3,58.860695,77.0,64.96272,4.198691,58.8608
7482,19549200.0,62.68547,1.0,77.0,4.295046,267.8991,66.91998,0.26945668,65.15866,0.8100841,0.719874,77.0,69.41241,0.2067565,53.394226,0.4,1962.9266,1962.9266,0.3,205.84712,82.39882,65.16344,75.81029,69.41241,289.8707,64.95888,0.0,66.91998,66.91998,2071.595,65.44177,630.244,0.3,58.86657,77.0,65.485886,4.4790244,58.86668
7485,19549320.0,63.113503,1.0,77.0,4.579955,281.47598,66.91998,0.28259248,65.32631,0.8131967,0.7244652,77.0,69.415215,0.21685772,53.350113,0.4,1987.598,1987.598,0.3,216.32483,83.07906,65.29593,75.82759,69.415215,291.57095,64.98238,0.0,66.91998,66.91998,2089.4163,65.45617,632.7523,0.3,58.872665,77.0,66.05388,4.7676425,58.87278
7486,19549440.0,63.473137,1.0,77.0,4.8731246,293.44574,66.91998,0.2940064,65.52159,0.8134251,0.7248021,77.0,69.42298,0.2254165,53.30271,0.4,2009.1619,2009.1619,0.3,225.319,83.4534,65.45491,75.8472,69.42298,292.13327,65.03198,0.0,66.91998,66.91998,2099.684,65.494675,633.6023,0.3,58.878983,77.0,66.547775,5.0642967,58.87904
7488,19549500.0,63.677483,1.0,77.0,5.022739,300.0435,66.91998,0.3002805,65.5997,0.81412035,0.7258275,77.0,69.424835,0.23025669,53.277992,0.4,2019.1304,2019.1304,0.3,230.42252,83.57389,65.51764,75.85495,69.424835,292.35254,65.04451,0.0,66.91998,66.91998,2104.2532,65.50231,633.93005,0.3,58.88217,77.0,66.81957,5.21556,58.882225
7490,19549560.0,63.87886,1.0,77.0,5.1743355,306.4598,66.91998,0.30642164,65.67766,0.81453365,0.72643715,77.0,69.42567,0.2349887,53.25563,0.4,2029.1144,2029.1144,0.3,235.37,83.705864,65.580154,75.861046,69.42567,292.6615,65.05852,0.0,66.91998,66.91998,2109.1165,65.511375,634.38684,0.3,58.885414,77.0,67.087364,5.3687396,58.885468
