,time,AHU: MAT,AHU: RAT,VAV: Core Zone Discharge Air Temperature,VAV: North Zone Discharge Air Temperature,VAV: South Zone Discharge Air Temperature,VAV: Core Zone Airflow Rate,VAV: North Zone Airflow Rate,VAV: South Zone Airflow Rate,Outdoor Air Temperature,AHU: Supply Air Temperature,AHU: Outdoor Air Damper Position,AHU: Return Air Damper Position,VAV: Core Zone Room Air Temperature,VAV Core Zone Cooling SP,VAV: Core Zone Reheat Control Signal,VAV: Core Zone Damper Control Signal,VAV: North Zone Room Air Temperature,VAV North Zone Cooling SP,VAV: North Zone Reheat Control Signal,VAV: North Zone Damper Control Signal,VAV: South Zone Room Air Temperature,VAV South Zone Cooling SP,VAV: South Zone Reheat Control Signal,VAV: South Zone Damper Control Signal,AHU:Cooling Coil Load,AHU: Cooling coil Load,VAV:Core zone Q,AHU: Supply Fan Power,AHU: Supply Fan Airflow Rate,VAV:North zone Q,VAV:South zone Q,faulty
7862,19567080.0,71.5588,72.32333,57.24636,56.31357,55.29074,69.508965,69.508965,133.74309,68.72762,55.290905,0.3220889,0.7,70.04813,296.45,0.035845906,0.3,70.05983,296.45,0.018748969,0.3,74.20776,296.45,0.0,0.31949952,1943.3048,1943.3048,43.508686,80.74584,400.97217,22.845417,0.0,0
7864,19567200.0,71.920364,72.751366,56.785927,55.863567,55.313644,69.47354,69.47354,140.13347,68.85177,55.313427,0.32117733,0.7,70.188965,296.45,0.026929576,0.3,70.196495,296.45,0.010012975,0.3,74.80789,296.45,0.0,0.3473177,1988.3325,1988.3325,32.40086,82.35185,410.26117,11.951714,0.0,0
7866,19567320.0,71.61659,72.32828,57.138092,56.185303,55.265472,69.51033,69.51033,135.8885,68.975525,55.265694,0.32098687,0.7,70.03961,296.45,0.034296233,0.3,70.054825,296.45,0.016849028,0.3,74.192444,296.45,0.0,0.3250297,1966.1317,1966.1317,41.66996,81.67233,404.13025,20.564362,0.0,0
7868,19567440.0,71.99221,72.77779,56.691498,55.75035,55.296562,69.4719,69.4719,142.71362,69.09863,55.296288,0.32079643,0.7,70.17947,296.45,0.025500363,0.3,70.18985,296.45,0.008249301,0.3,74.823166,296.45,0.0,0.3541066,2013.9675,2013.9675,30.692282,83.3808,414.0495,9.827516,0.0,0
7870,19567500.0,71.83972,72.57086,56.944622,55.975685,55.31903,69.483925,69.483925,142.6892,69.15988,55.319138,0.32070118,0.7,70.0918,296.45,0.029804204,0.3,70.11064,296.45,0.012024518,0.3,74.47826,296.45,0.0,0.34190163,2018.5608,2018.5608,36.252533,83.730644,414.05054,14.761978,0.0,0
7872,19567560.0,71.687225,72.35421,57.048717,56.077637,55.252563,69.50893,69.50893,138.60097,69.220795,55.252728,0.3206252,0.7,70.0311,296.45,0.03288336,0.3,70.04857,296.45,0.015110336,0.3,74.207,296.45,0.0,0.33187047,1992.1244,1992.1244,39.973736,82.76004,408.1138,18.463999,0.0,0
7874,19567680.0,72.0712,72.81503,56.610306,55.651806,55.287827,69.469734,69.469734,145.64297,69.34176,55.28755,0.32047313,0.7,70.17068,296.45,0.02416708,0.3,70.18276,296.45,0.006603893,0.3,74.85168,296.45,0.0,0.36164072,2041.5984,2041.5984,29.088722,84.548996,418.34967,7.841071,0.0,0
7877,19567800.0,71.76128,72.385956,56.968792,55.980297,55.245255,69.50768,69.50768,141.54776,69.46118,55.24553,0.3203211,0.7,70.02341,296.45,0.031547356,0.3,70.042465,296.45,0.013459601,0.3,74.22826,296.45,0.0,0.3392439,2019.343,2019.343,38.362125,83.95972,412.44235,0.0,0.0,0
7878,19567920.0,72.14586,72.84892,56.536972,55.28195,55.282555,69.467964,69.467964,148.71307,69.57884,55.28228,0.3203499,0.7,70.16249,296.45,0.022917446,0.3,70.153046,296.45,0.006416988,0.3,74.880905,296.45,0.0,0.36948055,2069.561,2069.561,27.583155,85.799385,422.85797,0.0,0.0,0
7880,19568040.0,71.825714,72.40832,56.89502,55.2407,55.240093,69.506805,69.506805,144.58727,69.69442,55.240368,0.32037872,0.7,70.01643,296.45,0.030287229,0.3,69.99577,296.45,0.014485483,0.3,74.24803,296.45,0.0,0.3468264,2046.329,2046.329,36.83931,85.22039,416.90836,0.0,0.0,0
7882,19568100.0,72.01907,72.63667,56.605034,55.21279,55.213066,69.493546,69.493546,146.09738,69.75133,55.21296,0.32039315,0.7,70.09899,296.45,0.025402956,0.3,70.06258,296.45,0.01058909,0.3,74.616455,296.45,0.0,0.36328146,2055.46,2055.46,30.582474,85.46227,419.08777,0.0,0.0,0
7885,19568160.0,72.216606,72.87985,56.468475,55.278328,55.279037,69.46653,69.46653,151.83614,69.80763,55.27871,0.3202479,0.7,70.15524,296.45,0.021726513,0.3,70.11806,296.45,0.007094049,0.3,74.90645,296.45,0.0,0.37742501,2097.4832,2097.4832,26.146585,87.09428,427.4451,0.0,0.0,0
7886,19568280.0,71.891846,72.43347,56.82586,55.237015,55.236412,69.50618,69.50618,147.65451,69.91821,55.236687,0.3199574,0.7,70.01022,296.45,0.029086737,0.3,69.971436,296.45,0.014790259,0.3,74.26347,296.45,0.0,0.35446963,2073.4897,2073.4897,35.38699,86.51247,421.41586,0.0,0.0,0
7888,19568400.0,72.28774,72.91199,56.40349,55.27574,55.276512,69.46526,69.46526,154.96608,70.02588,55.27613,0.31966692,0.7,70.148865,296.45,0.020582702,0.3,70.099976,296.45,0.007208612,0.3,74.92709,296.45,0.0,0.385383,2125.4507,2125.4507,24.765074,88.41048,432.04288,0.0,0.0,0
7890,19568520.0,71.957054,72.45897,56.760162,55.234108,55.23339,69.505684,69.505684,150.71924,70.130356,55.23372,0.3191041,0.7,70.00473,296.45,0.027936405,0.3,69.96068,296.45,0.0146063315,0.3,74.274345,296.45,0.0,0.36211208,2100.5742,2100.5742,33.994484,87.820015,425.92,0.0,0.0,0
7892,19568640.0,72.357285,72.94357,56.342735,55.2736,55.274483,69.4641,69.4641,158.08676,70.23138,55.274094,0.31854126,0.7,70.14282,296.45,0.019507421,0.3,70.09295,296.45,0.0068808105,0.3,74.943085,296.45,0.0,0.39330664,2153.271,2153.271,23.468164,89.73862,436.62738,0.0,0.0,0
7895,19568700.0,72.18832,72.71747,56.596138,55.29953,55.299088,69.47757,69.47757,158.0989,70.280426,55.29931,0.31825984,0.7,70.05829,296.45,0.023765067,0.3,70.01973,296.45,0.01067161,0.3,74.573395,296.45,0.0,0.3803801,2156.8877,2156.8877,28.962498,90.16954,436.68665,0.0,0.0,0
7896,19568760.0,72.01897,72.48352,56.698143,55.23136,55.23059,69.505264,69.505264,153.76384,70.32855,55.23092,0.31811097,0.7,69.99962,296.45,0.026851919,0.3,69.95853,296.45,0.014040207,0.3,74.2811,296.45,0.0,0.36971635,2127.3442,2127.3442,32.680965,89.13355,430.39487,0.0,0.0,0
7898,19568880.0,72.42145,72.973564,56.28396,55.271954,55.27289,69.463,69.463,161.18675,70.42177,55.272446,0.31781328,0.7,70.137665,296.45,0.018461546,0.3,70.09322,296.45,0.0061888117,0.3,74.95473,296.45,0.0,0.4011656,2180.7607,2180.7607,22.204922,91.07182,441.18158,0.0,0.0,0
7900,19569000.0,72.07555,72.506645,56.638268,55.22905,55.228172,69.50488,69.50488,156.78366,70.51059,55.228558,0.31751555,0.7,69.995224,296.45,0.025798738,0.3,69.9621,296.45,0.013151271,0.3,74.28407,296.45,0.0,0.37725708,2153.7756,2153.7756,31.404802,90.44939,434.83337,0.0,0.0,0
7902,19569120.0,72.47984,73.001854,56.22908,55.27047,55.27146,69.461914,69.461914,164.25713,70.594864,55.27102,0.31741276,0.7,70.132614,296.45,0.017482106,0.3,70.09828,296.45,0.005182263,0.3,74.96264,296.45,0.0,0.40894064,2207.8438,2207.8438,21.021753,92.4053,445.69238,0.0,0.0,0
7904,19569240.0,72.12636,72.52818,56.581635,55.226852,55.22592,69.5045,69.5045,159.77153,70.67418,55.22636,0.31730998,0.7,69.99105,296.45,0.024802586,0.3,69.969406,296.45,0.011974799,0.3,74.28423,296.45,0.0,0.38473117,2179.788,2179.788,30.197006,91.76361,439.22495,0.0,0.0,0
7906,19569300.0,72.3302,72.77504,56.302197,55.199993,55.200485,69.48992,69.48992,161.34065,70.711914,55.200268,0.31725857,0.7,70.07213,296.45,0.020097222,0.3,70.0439,296.45,0.0077323667,0.3,74.669525,296.45,0.0,0.40200102,2190.1216,2190.1216,24.16569,91.99908,441.48706,0.0,0.0,0
7908,19569360.0,72.53372,73.02971,56.176292,55.26954,55.27058,69.46074,69.46074,167.32097,70.74834,55.27009,0.31703955,0.7,70.12816,296.45,0.016533408,0.3,70.10657,296.45,0.003893386,0.3,74.969345,296.45,0.0,0.41670746,2234.7058,2234.7058,19.875479,93.74528,450.19327,0.0,0.0,0
7911,19569480.0,72.17381,72.54982,56.526978,55.225044,55.224106,69.50401,69.50401,162.76926,70.81706,55.22455,0.3166015,0.7,69.98748,296.45,0.023835046,0.3,69.97924,296.45,0.010532354,0.3,74.28401,296.45,0.0,0.39222926,2205.6401,2205.6401,29.02334,93.09105,443.6307,0.0,0.0,0
7912,19569600.0,72.583435,73.056625,56.12455,55.268547,55.2697,69.45959,69.45959,170.37703,70.880005,55.269207,0.31616345,0.7,70.12442,296.45,0.015602578,0.3,70.117065,296.45,0.00234073,0.3,74.97445,296.45,0.0,0.42444006,2261.2478,2261.2478,18.758995,95.0953,454.6828,0.0,0.0,0
7914,19569720.0,72.07527,72.38997,56.987083,55.189556,55.18824,69.51381,69.51381,163.58357,70.93703,55.188843,0.315464,0.7,69.815216,296.45,0.03294951,0.3,69.80522,296.45,0.019847902,0.3,74.11889,296.45,0.0,0.39251378,2209.7317,2209.7317,40.31857,93.773796,444.85696,0.0,0.0,0
7916,19569840.0,72.414246,72.806625,56.87052,55.19774,55.19862,69.47137,69.47137,169.43295,70.98828,55.198235,0.31476456,0.7,69.87471,296.45,0.030596483,0.3,69.83202,296.45,0.019529708,0.3,74.748405,296.45,0.0,0.4211488,2246.1436,2246.1436,37.027843,95.05312,453.32965,0.0,0.0,0
7919,19569900.0,72.19469,72.52263,57.28734,55.21153,55.210762,69.48599,69.48599,168.65738,71.01184,55.21109,0.31441483,0.7,69.75171,296.45,0.038058117,0.3,69.70266,296.45,0.027512332,0.3,74.332184,296.45,0.0,0.40571553,2240.0115,2240.0115,46.430367,95.17888,452.23438,0.0,0.0,0
7920,19569960.0,71.984024,72.24484,57.536896,55.130173,55.12902,69.51498,69.51498,163.46303,71.03409,55.12957,0.3143424,0.7,69.662834,296.45,0.04401403,0.3,69.58934,296.45,0.035048276,0.3,74.009796,296.45,0.0,0.3931172,2200.5012,2200.5012,53.701904,93.758766,444.683,0.0,0.0,0
7922,19570080.0,72.362885,72.71626,57.351997,55.16028,55.161324,69.46839,69.46839,170.17456,71.07469,55.160828,0.31419754,0.7,69.7688,296.45,0.040029537,0.3,69.64718,296.45,0.034487996,0.3,74.690125,296.45,0.0,0.42338762,2244.2898,2244.2898,48.47177,95.29543,454.41113,0.0,0.0,0
7924,19570200.0,71.95909,72.192215,57.91554,55.105453,55.104355,69.51171,69.51171,164.63089,71.1104,55.10485,0.3140527,0.7,69.6062,296.45,0.051303912,0.3,69.448,296.45,0.048793774,0.3,73.98007,296.45,0.0,0.39629102,2202.805,2202.805,62.575214,94.18355,446.39038,0.0,0.0,0
7927,19570320.0,72.356186,72.68973,57.683617,55.144455,55.14561,69.4652,69.4652,171.6613,71.14143,55.14512,0.31400856,0.7,69.73601,296.45,0.04632042,0.3,69.5277,296.45,0.047982953,0.3,74.68117,296.45,0.0,0.4273126,2249.7124,2249.7124,56.13327,95.8722,456.58752,0.0,0.0,0
7929,19570440.0,71.99748,72.22562,58.191628,60.07853,55.09639,69.509636,69.509636,166.23067,71.16818,55.096886,0.3139644,0.7,69.59703,296.45,0.05643627,0.3,69.58719,296.45,0.047900323,0.3,73.975845,296.45,0.0,0.40037113,2212.3206,2212.3206,68.83465,94.84451,448.73624,109.81606,0.0,0
7930,19570500.0,72.2148,72.49599,57.98393,59.299873,55.071785,69.493835,69.493835,167.55367,71.17999,55.07151,0.3139423,0.7,69.68129,296.45,0.053008225,0.3,69.719574,296.45,0.041744776,0.3,74.37762,296.45,0.0,0.41749787,2220.387,2220.387,64.36241,94.933685,450.63284,92.895424,0.0,0
7932,19570560.0,72.42546,72.764824,57.928448,58.762474,55.144623,69.46322,69.46322,173.40504,71.19087,55.144073,0.31374174,0.7,69.7393,296.45,0.05077844,0.3,69.81884,296.45,0.03700113,0.3,74.68649,296.45,0.0,0.43179142,2263.0427,2263.0427,61.556446,96.6093,459.1453,79.50824,0.0,0
7934,19570680.0,72.04483,72.274445,58.40097,58.512703,55.095623,69.508545,69.508545,167.9852,71.20976,55.096115,0.3133406,0.7,69.61098,296.45,0.060237203,0.3,69.74216,296.45,0.042757984,0.3,73.97897,296.45,0.0,0.4047837,2224.4548,2224.4548,73.4701,95.611404,451.3125,75.63492,0.0,0
7936,19570800.0,72.46133,72.800644,58.111095,57.81353,55.1438,69.462006,69.462006,175.22466,71.225204,55.14325,0.31293944,0.7,69.759514,296.45,0.054102916,0.3,69.893326,296.45,0.03550916,0.3,74.69402,296.45,0.0,0.43641677,2274.7314,2274.7314,65.60607,97.411285,461.8169,58.803097,0.0,0
7938,19570920.0,72.06807,72.29576,58.56302,57.984367,55.094032,69.508,69.508,169.76974,71.2374,55.094524,0.3122845,0.7,69.63482,296.45,0.06319551,0.3,69.76473,296.45,0.043808524,0.3,73.98189,296.45,0.0,0.40924546,2235.0012,2235.0012,77.08491,96.41465,453.93454,64.16202,0.0,0
7940,19571040.0,72.48291,72.820694,58.255074,57.526955,55.14248,69.46122,69.46122,177.03473,71.246735,55.14193,0.31162956,0.7,69.78588,296.45,0.05673388,0.3,69.897446,296.45,0.037491236,0.3,74.699356,296.45,0.0,0.44100216,2285.374,2285.374,68.812004,98.22791,464.47574,52.596313,0.0,0
7942,19571100.0,72.278076,72.56152,58.55368,57.750687,55.16588,69.477,69.477,176.56883,71.25036,55.16621,0.31130207,0.7,69.70958,296.45,0.061842818,0.3,69.819336,296.45,0.04228684,0.3,74.29379,296.45,0.0,0.4258871,2282.3052,2282.3052,75.32696,98.541016,463.83926,57.471836,0.0,0
7945,19571160.0,72.0829,72.30944,58.693863,57.857803,55.092384,69.50773,69.50773,171.52753,71.25343,55.092876,0.31112897,0.7,69.661896,296.45,0.065591514,0.3,69.75874,296.45,0.046366625,0.3,73.98216,296.45,0.0,0.41363758,2244.936,2244.936,80.01431,97.21871,456.518,61.468166,0.0,0
7946,19571280.0,72.498184,72.83646,58.371414,57.49174,55.141766,69.46063,69.46063,178.80458,71.25772,55.141216,0.3107828,0.7,69.81417,296.45,0.058855295,0.3,69.89102,296.45,0.040122576,0.3,74.70128,296.45,0.0,0.4454704,2295.6846,2295.6846,71.39599,99.0366,467.07605,51.873592,0.0,0
7948,19571400.0,72.09372,72.32109,58.801422,57.87742,55.091446,69.507576,69.507576,173.23854,71.260025,55.091995,0.31043658,0.7,69.689316,296.45,0.06755368,0.3,69.754295,296.45,0.048928577,0.3,73.97925,296.45,0.0,0.41790184,2254.7166,2254.7166,82.41205,98.00909,459.0331,61.94619,0.0,0
7950,19571520.0,72.50967,72.850296,58.4676,57.54151,55.141327,69.460175,69.460175,180.51138,71.26052,55.140778,0.31032524,0.7,69.84169,296.45,0.060608212,0.3,69.89009,296.45,0.042512763,0.3,74.69968,296.45,0.0,0.44977695,2305.7322,2305.7322,73.53005,99.82413,469.584,52.997673,0.0,0
7952,19571640.0,72.10158,72.33153,58.890793,57.941414,55.090736,69.507515,69.507515,174.88214,71.259476,55.091286,0.31021386,0.7,69.715454,296.45,0.06918538,0.3,69.75726,296.45,0.051095054,0.3,73.9731,296.45,0.0,0.4220006,2264.2634,2264.2634,84.405426,98.77496,461.44934,63.386158,0.0,0
7954,19571700.0,72.31416,72.599045,58.64157,57.712074,55.066566,69.491264,69.491264,176.21762,71.258545,55.066235,0.31015816,0.7,69.805435,296.45,0.06498793,0.3,69.83537,296.45,0.047429226,0.3,74.382996,296.45,0.0,0.43946582,2272.3518,2272.3518,78.998955,98.85639,463.36285,58.4098,0.0,0
7956,19571760.0,72.51851,72.862656,58.54676,57.61171,55.14094,69.45979,69.45979,182.14796,71.25728,55.140335,0.3099309,0.7,69.86778,296.45,0.06205112,0.3,69.89624,296.45,0.044465087,0.3,74.694626,296.45,0.0,0.45389324,2315.4954,2315.4954,75.286316,100.58525,471.98898,54.56349,0.0,0
7958,19571880.0,72.10779,72.34059,58.963577,58.011063,55.089363,69.50749,69.50749,176.45317,71.25415,55.089966,0.3094763,0.7,69.73996,296.45,0.07052547,0.3,69.76633,296.45,0.052828882,0.3,73.96398,296.45,0.0,0.42591074,2273.371,2273.371,86.044846,99.51204,463.759,64.95763,0.0,0
7961,19572000.0,72.525986,72.87315,58.609108,57.67851,55.13951,69.4595,69.4595,183.70087,71.25036,55.13891,0.3090217,0.7,69.892395,296.45,0.063204624,0.3,69.9075,296.45,0.04600414,0.3,74.68649,296.45,0.0,0.45779648,2324.6626,2324.6626,76.6925,101.31352,474.2712,56.071297,0.0,0
7963,19572120.0,72.11251,72.34778,59.02137,58.073193,55.08722,69.50753,69.50753,177.93993,71.24624,55.08777,0.30833343,0.7,69.76276,296.45,0.07160586,0.3,69.77913,296.45,0.054192845,0.3,73.952225,296.45,0.0,0.4296099,2281.8823,2281.8823,87.37048,100.21542,465.94492,66.379074,0.0,0
7964,19572240.0,72.532135,72.88133,58.6597,57.734978,55.137207,69.459274,69.459274,185.16426,71.242065,55.136604,0.30764514,0.7,69.91442,296.45,0.06415936,0.3,69.92145,296.45,0.04720438,0.3,74.67562,296.45,0.0,0.46147087,2333.1665,2333.1665,77.86137,102.00542,476.42203,57.370525,0.0,0
7966,19572300.0,72.31691,72.6109,58.941936,57.99354,55.159344,69.47584,69.47584,184.56702,71.240036,55.15973,0.307301,0.7,69.83455,296.45,0.06899762,0.3,69.84862,296.45,0.051609527,0.3,74.258026,296.45,0.0,0.44577897,2328.623,2328.623,84.05073,102.290924,475.59482,63.02944,0.0,0
7968,19572360.0,72.11569,72.35289,59.067673,58.12428,55.084198,69.50761,69.50761,179.33615,71.23805,55.084747,0.3071195,0.7,69.78319,296.45,0.072492115,0.3,69.79357,296.45,0.055258952,0.3,73.93828,296.45,0.0,0.4330891,2289.7227,2289.7227,88.461685,100.88031,467.99786,67.57515,0.0,0
7970,19572480.0,72.53603,72.88727,58.69925,57.780518,55.134567,69.4591,69.4591,186.53581,71.23459,55.133965,0.30675647,0.7,69.93447,296.45,0.064917706,0.3,69.93639,296.45,0.04813487,0.3,74.66249,296.45,0.0,0.4649103,2341.094,2341.094,78.79054,102.65783,478.43796,58.43304,0.0,0
7972,19572600.0,72.117294,72.35602,59.103874,58.16504,55.08123,69.50769,69.50769,180.6452,71.23184,55.081833,0.30639344,0.7,69.8017,296.45,0.07319264,0.3,69.8084,296.45,0.056085598,0.3,73.92262,296.45,0.0,0.4363439,2297.1104,2297.1104,89.32633,101.506615,469.9227,68.540565,0.0,0
7974,19572720.0,72.53812,72.89089,58.731,57.81578,55.131714,69.45898,69.45898,187.81215,71.230194,55.13111,0.3062753,0.7,69.951996,296.45,0.065538496,0.3,69.951225,296.45,0.04884899,0.3,74.64749,296.45,0.0,0.46811187,2348.4502,2348.4502,79.555275,103.26863,480.31412,59.274334,0.0,0
7976,19572840.0,72.11773,72.357285,59.132217,58.19613,55.078102,69.507805,69.507805,181.86212,71.22992,55.078705,0.30615717,0.7,69.818016,296.45,0.0737548,0.3,69.8228,296.45,0.056717366,0.3,73.90553,296.45,0.0,0.439372,2303.986,2303.986,90.022606,102.09186,471.7122,69.296776,0.0,0
7979,19572900.0,72.33471,72.6293,58.865692,57.95542,55.054092,69.49105,69.49105,183.11497,71.23036,55.05371,0.3060981,0.7,69.90695,296.45,0.069238454,0.3,69.902885,296.45,0.05269601,0.3,74.31906,296.45,0.0,0.456806,2312.1492,2312.1492,84.220604,102.1184,473.50266,64.06421,0.0,0
7980,19572960.0,72.539764,72.89254,58.753906,57.841988,55.12864,69.4589,69.4589,188.99823,71.23129,55.127975,0.30586904,0.7,69.967926,296.45,0.06600266,0.3,69.96539,296.45,0.049386933,0.3,74.63113,296.45,0.0,0.47107568,2355.2751,2355.2751,80.130005,103.839195,482.05762,59.92052,0.0,0
7982,19573080.0,72.11883,72.3569,59.151833,58.218212,55.074142,69.50793,69.50793,182.98827,71.23454,55.07475,0.30541092,0.7,69.832794,296.45,0.07417084,0.3,69.8363,296.45,0.05718875,0.3,73.88747,296.45,0.0,0.4421725,2310.1978,2310.1978,90.543655,102.63652,473.36816,69.872,0.0,0
7984,19573200.0,72.54235,72.89232,58.76956,57.859673,55.124462,69.45886,69.45886,190.08871,71.240036,55.123802,0.30495277,0.7,69.98199,296.45,0.06635076,0.3,69.97853,296.45,0.049781524,0.3,74.613495,296.45,0.0,0.47379804,2361.3386,2361.3386,80.5656,104.367584,483.66074,60.403233,0.0,0
7987,19573320.0,72.23682,72.502365,58.72117,57.784637,55.09837,69.49922,69.49922,185.83266,71.24657,55.09881,0.30426866,0.7,69.9905,296.45,0.06587454,0.3,69.995056,296.45,0.04883116,0.3,74.004684,296.45,0.0,0.45072186,2333.9917,2333.9917,80.19393,103.70849,477.5242,59.456287,0.0,0
7988,19573440.0,72.715546,73.10815,58.086433,57.16726,55.177635,69.44793,69.44793,194.35855,71.25299,55.176865,0.30358458,0.7,70.20611,296.45,0.052941702,0.3,70.20589,296.45,0.036172956,0.3,74.78317,296.45,0.0,0.48529533,2401.0352,2401.0352,64.09669,106.068794,489.90604,43.726986,0.0,0
7990,19573500.0,72.51532,72.85585,58.214806,57.265038,55.207245,69.46539,69.46539,194.14777,71.25613,55.207626,0.3032425,0.7,70.15871,296.45,0.05483342,0.3,70.168594,296.45,0.037480205,0.3,74.37712,296.45,0.0,0.47038764,2400.9297,2400.9297,66.68535,106.584175,489.64972,45.627613,0.0,0
7992,19573560.0,72.329544,72.61618,58.19624,57.243668,55.1388,69.49845,69.49845,189.22702,71.2592,55.13935,0.3029584,0.7,70.13344,296.45,0.05562895,0.3,70.14278,296.45,0.038268477,0.3,74.06698,296.45,0.0,0.45842865,2366.0312,2366.0312,67.7561,105.33123,482.51245,46.659237,0.0,0
7994,19573680.0,72.774765,73.17901,57.61682,56.67617,55.200928,69.449905,69.449905,197.02536,71.265305,55.20021,0.3023902,0.7,70.309654,296.45,0.043972872,0.3,70.3152,296.45,0.026794922,0.3,74.80823,296.45,0.0,0.49170977,2426.9546,2426.9546,53.224724,107.45427,493.8326,32.37499,0.0,0
7997,19573800.0,72.35893,72.64935,57.811607,56.830696,55.150772,69.501236,69.501236,191.42564,71.271286,55.15138,0.30182198,0.7,70.194244,296.45,0.04843058,0.3,70.21062,296.45,0.030543301,0.3,74.06297,296.45,0.0,0.46370083,2386.8843,2386.8843,59.01992,106.50707,485.7531,37.29158,0.0,0
7998,19573920.0,72.79004,73.19461,57.27652,56.304176,55.2062,69.45193,69.45193,198.94873,71.277115,55.205544,0.30160198,0.7,70.34761,296.45,0.03768354,0.3,70.360245,296.45,0.019920602,0.3,74.791855,296.45,0.0,0.49641716,2445.2864,2445.2864,45.601566,108.48275,496.66635,24.048763,0.0,0
8000,19574040.0,72.361465,72.64958,57.52009,56.505386,55.15116,69.50292,69.50292,193.14818,71.28288,55.151817,0.30138195,0.7,70.21089,296.45,0.043127127,0.3,70.23401,296.45,0.024621554,0.3,74.037704,296.45,0.0,0.46792895,2402.7388,2402.7388,52.57871,107.41639,488.29056,30.10049,0.0,0
8002,19574100.0,72.58355,72.926926,57.186264,56.18986,55.128857,69.48576,69.48576,194.52455,71.285736,55.12847,0.30127195,0.7,70.29587,296.45,0.037382778,0.3,70.31142,296.45,0.019230923,0.3,74.45271,296.45,0.0,0.48578852,2413.9863,2413.9863,45.277744,107.49009,490.2614,23.204437,0.0,0
8004,19574160.0,72.78707,73.18741,57.01576,56.00985,55.203674,69.45294,69.45294,200.53821,71.288536,55.203014,0.30101755,0.7,70.352005,296.45,0.03298229,0.3,70.370514,296.45,0.014605369,0.3,74.76269,296.45,0.0,0.5003361,2459.8508,2459.8508,39.90237,109.31372,499.0062,17.605515,0.0,0
8006,19574280.0,72.353165,72.635345,57.286186,56.23831,55.145668,69.50382,69.50382,194.61276,71.29414,55.146324,0.30050877,0.7,70.205505,296.45,0.03897373,0.3,70.233574,296.45,0.019865729,0.3,74.005455,296.45,0.0,0.4715538,2415.5806,2415.5806,47.53485,108.174866,490.44647,24.32026,0.0,0
8008,19574400.0,72.776855,73.17006,56.80394,55.766396,55.196533,69.45345,69.45345,201.91197,71.29964,55.195873,0.3,0.7,70.340195,296.45,0.029252242,0.3,70.3625,296.45,0.010302802,0.3,74.7294,296.45,0.0,0.5037393,2471.796,2471.796,35.38371,110.0229,501.02747,12.387822,0.0,0
8010,19574520.0,72.339325,72.61464,57.0914,56.012157,55.13743,69.50437,69.50437,195.89601,71.30513,55.138084,0.3,0.7,70.189575,296.45,0.035576448,0.3,70.22089,296.45,0.01590205,0.3,73.971176,296.45,0.0,0.47472993,2426.3677,2426.3677,43.4107,108.83383,492.33478,19.499578,0.0,0
8013,19574640.0,72.76125,73.148026,56.628,55.55952,55.187798,69.4538,69.4538,203.11647,71.31056,55.18714,0.3,0.7,70.320366,296.45,0.026203394,0.3,70.34541,296.45,0.006695288,0.3,74.69512,296.45,0.0,0.50673026,2481.938,2481.938,31.691423,110.642166,502.79932,8.011447,0.0,0
8014,19574700.0,72.5307,72.858154,56.854042,55.751232,55.20565,69.47156,69.47156,202.39993,71.31331,55.206093,0.3,0.7,70.23138,296.45,0.030062651,0.3,70.26593,296.45,0.009908885,0.3,74.26451,296.45,0.0,0.49053866,2475.6965,2475.6965,36.70172,110.92509,501.80038,12.246242,0.0,0
8016,19574760.0,72.32268,72.59119,56.925835,55.815834,55.127975,69.50477,69.50477,197.02425,71.316,55.12864,0.3,0.7,70.16881,296.45,0.032730315,0.3,70.20238,296.45,0.012502484,0.3,73.936905,296.45,0.0,0.47753352,2435.571,2435.571,39.955845,109.41177,493.99463,15.362743,0.0,0
8018,19574880.0,72.744225,73.12419,56.476936,55.378464,55.178078,69.454056,69.454056,204.17905,71.32144,55.177414,0.3,0.7,70.29773,296.45,0.023623832,0.3,70.324326,296.45,0.003586915,0.3,74.661064,296.45,0.0,0.5093559,2490.5774,2490.5774,28.568102,111.188835,504.36234,4.2255664,0.0,0
8020,19575000.0,72.305374,72.566795,56.7812,55.642357,55.117706,69.50513,69.50513,198.01515,71.32687,55.11842,0.3,0.7,70.146835,296.45,0.030278947,0.3,70.18178,296.45,0.009523702,0.3,73.903336,296.45,0.0,0.47999287,2443.354,2443.354,36.980663,109.921104,495.45255,10.7232275,0.0,0
8022,19575120.0,72.7267,73.09952,56.345703,55.216747,55.16764,69.45432,69.45432,205.10158,71.33237,55.166977,0.3,0.7,70.27434,296.45,0.021418903,0.3,70.30229,296.45,0.00084643293,0.3,74.62767,296.45,0.0,0.51163805,2497.771,2497.771,25.901222,111.66656,505.71942,0.8800194,0.0,0
8024,19575240.0,72.28659,72.540375,56.653923,55.108696,55.107048,69.505455,69.505455,198.87564,71.33786,55.107708,0.3,0.7,70.125084,296.45,0.028150836,0.3,70.15024,296.45,0.0074961036,0.3,73.87071,296.45,0.0,0.48212707,2449.7222,2449.7222,34.402176,110.36556,496.7186,0.0,0.0,0
8026,19575300.0,72.506805,72.815636,56.360367,55.08288,55.083813,69.487816,69.487816,200.07413,71.34067,55.083427,0.3,0.7,70.20221,296.45,0.023174003,0.3,70.21435,296.45,0.0031822617,0.3,74.28588,296.45,0.0,0.49953887,2459.4922,2459.4922,28.027887,110.33467,498.42645,0.0,0.0,0
