,time,AHU: MAT,AHU: RAT,VAV: Core Zone Discharge Air Temperature,VAV: North Zone Discharge Air Temperature,VAV: South Zone Discharge Air Temperature,VAV: Core Zone Airflow Rate,VAV: North Zone Airflow Rate,VAV: South Zone Airflow Rate,Outdoor Air Temperature,AHU: Supply Air Temperature,AHU: Outdoor Air Damper Position,AHU: Return Air Damper Position,VAV: Core Zone Room Air Temperature,VAV Core Zone Cooling SP,VAV: Core Zone Reheat Control Signal,VAV: Core Zone Damper Control Signal,VAV: North Zone Room Air Temperature,VAV North Zone Cooling SP,VAV: North Zone Reheat Control Signal,VAV: North Zone Damper Control Signal,VAV: South Zone Room Air Temperature,VAV South Zone Cooling SP,VAV: South Zone Reheat Control Signal,VAV: South Zone Damper Control Signal,AHU:Cooling Coil Load,AHU: Cooling coil Load,VAV:Core zone Q,AHU: Supply Fan Power,AHU: Supply Fan Airflow Rate,VAV:North zone Q,VAV:South zone Q,faulty
2418,19302300.0,62.09655,70.54959,61.064384,59.818207,59.737457,69.50293,69.50293,108.993614,62.098034,55.062553,1.0,0.0,70.36525,296.45,0.108976826,0.3,70.4422,296.45,0.08632819,0.3,70.678085,296.45,0.084811725,0.2625,898.44727,898.44727,133.25992,70.948906,364.57047,105.61841,163.27318,0
2420,19302360.0,62.123795,70.4338,61.234947,59.981026,60.05304,69.502914,69.502914,108.99359,62.12539,55.06272,1.0,0.0,70.285645,296.45,0.11212827,0.3,70.36014,296.45,0.08933368,0.3,70.532074,296.45,0.09062315,0.2625,899.89075,899.89075,136.9649,70.94888,364.57037,109.17558,174.01263,0
2422,19302480.0,62.180542,70.69379,60.582687,59.32997,58.55593,69.502884,69.502884,108.99353,62.18219,55.063545,1.0,0.0,70.44879,296.45,0.10012762,0.3,70.51345,296.45,0.07737621,0.3,70.92401,296.45,0.06318354,0.2625,902.98035,902.98035,121.999626,70.948845,364.57022,94.22622,120.00623,0
2424,19302600.0,62.240364,70.43584,60.9899,59.705376,59.3453,69.50285,69.50285,108.99347,62.24212,55.064972,1.0,0.0,70.26439,296.45,0.107649446,0.3,70.33086,296.45,0.08429829,0.3,70.56273,296.45,0.0777232,0.2625,906.37286,906.37286,131.48563,70.9488,364.57004,103.01914,149.38153,0
2426,19302720.0,62.303696,70.70154,60.350273,59.069927,57.790955,69.50282,69.50282,108.99343,62.305565,55.067,1.0,0.0,70.426544,296.45,0.09586494,0.3,70.48329,296.45,0.07260813,0.3,70.96872,296.45,0.049221832,0.2625,910.10834,910.10834,116.78014,70.94876,364.56992,88.39455,93.24034,0
2428,19302840.0,62.37077,70.43814,60.760666,59.449394,58.611248,69.50279,69.50279,108.99337,62.37275,55.06964,1.0,0.0,70.24434,296.45,0.10342164,0.3,70.30361,296.45,0.079581104,0.3,70.59271,296.45,0.064307846,0.2625,914.22644,914.22644,126.30315,70.94872,364.56973,97.24432,123.721016,0
2430,19302900.0,62.405815,70.5847,60.41218,59.113434,57.741623,69.50277,69.50277,108.99334,62.40785,55.07118,1.0,0.0,70.33932,296.45,0.0969813,0.3,70.390564,296.45,0.07338175,0.3,70.831116,296.45,0.04833463,0.2625,916.4416,916.4416,117.99876,70.9487,364.56964,89.21725,91.09195,0
2433,19302960.0,62.441906,70.71159,60.13307,58.828613,56.98873,69.50276,69.50276,108.993324,62.443993,55.072884,1.0,0.0,70.40556,296.45,0.09183885,0.3,70.45534,296.45,0.06813798,0.3,71.01635,296.45,0.034535263,0.2625,918.76746,918.76746,111.8419,70.948685,364.5696,82.92167,65.087006,0
2434,19303080.0,62.517437,70.44451,60.546104,59.21165,57.826275,69.50273,69.50273,108.99326,62.519634,55.076782,1.0,0.0,70.225555,296.45,0.09942263,0.3,70.2784,296.45,0.07515456,0.3,70.62952,296.45,0.049919825,0.2625,923.771,923.771,121.391365,70.94865,364.5694,91.818504,96.14935,0
2436,19303200.0,62.597694,70.7362,59.929665,58.604492,56.064507,69.50271,69.50271,108.993225,62.6,55.08123,1.0,0.0,70.38601,296.45,0.0880242,0.3,70.429405,296.45,0.06394,0.3,71.091934,296.45,0.017566418,0.2625,929.2774,929.2774,107.15293,70.94861,364.56934,77.776955,32.53899,0
2438,19303320.0,62.689484,70.46863,60.345657,58.991432,56.889084,69.50268,69.50268,108.99317,62.692394,55.08722,1.0,0.0,70.208084,296.45,0.095627286,0.3,70.25511,296.45,0.0709919,0.3,70.700165,296.45,0.032686796,0.2625,935.8227,935.8227,116.71662,70.94857,364.56912,86.706726,63.23372,0
2440,19303440.0,62.799675,70.766136,59.743114,58.400585,55.11177,69.50265,69.50265,108.993126,62.80308,55.097214,1.0,0.0,70.367935,296.45,0.08439776,0.3,70.405624,296.45,0.059981853,0.3,71.17604,296.45,0.0,0.2625,944.3551,944.3551,102.67142,70.94853,364.56897,72.907394,9.932865,0
2442,19303500.0,62.86125,70.61749,59.985638,58.619102,55.563034,69.50263,69.50263,108.99308,62.86488,55.103645,1.0,0.0,70.26653,296.45,0.088792644,0.3,70.3096,296.45,0.063923,0.3,70.939606,296.45,0.008177544,0.2625,949.378,949.378,108.43988,70.94851,364.56888,78.13854,17.384766,0
2444,19303560.0,62.92701,70.489716,60.165047,58.794556,55.928497,69.50261,69.50261,108.99304,62.93091,55.110786,1.0,0.0,70.19232,296.45,0.0919962,0.3,70.23407,296.45,0.06704378,0.3,70.76284,296.45,0.014788809,0.2625,954.8964,954.8964,112.191055,70.94848,364.56876,81.82121,29.055433,0
2446,19303680.0,63.07038,70.80761,59.575462,58.219093,55.12699,69.50257,69.50257,108.99298,63.07466,55.12721,1.0,0.0,70.35195,296.45,0.08089616,0.3,70.384415,296.45,0.05620144,0.3,71.284195,296.45,0.0,0.2625,967.3884,967.3884,98.29623,70.94843,364.5686,68.22609,0.0,0
2449,19303800.0,63.228527,70.5408,59.99948,58.616684,55.14572,69.50251,69.50251,108.99288,63.233253,55.14572,1.0,0.0,70.17892,296.45,0.08846043,0.3,70.21572,296.45,0.06325265,0.3,70.8844,296.45,0.0,0.2625,981.7593,981.7593,107.74254,70.948364,364.5683,77.10401,0.0,0
2450,19303920.0,63.400352,70.889786,59.41896,58.0532,55.165825,69.50247,69.50247,108.992805,63.405407,55.165825,1.0,0.0,70.33865,296.45,0.07745499,0.3,70.365906,296.45,0.052554425,0.3,71.47217,296.45,0.0,0.2625,997.92615,997.92615,93.97432,70.94831,364.56808,63.69792,0.0,0
2452,19304040.0,63.584595,70.64012,59.841827,58.45189,55.18692,69.50241,69.50241,108.9927,63.589977,55.186974,1.0,0.0,70.16826,296.45,0.08496392,0.3,70.19979,296.45,0.05958932,0.3,71.10369,296.45,0.0,0.2625,1015.7949,1015.7949,103.32961,70.948235,364.56775,72.538055,0.0,0
2454,19304100.0,63.681,70.82919,59.521576,58.151253,55.19774,69.50239,69.50239,108.99265,63.6866,55.19774,1.0,0.0,70.26192,296.45,0.078879245,0.3,70.28521,296.45,0.053863443,0.3,71.43773,296.45,0.0,0.2625,1025.3356,1025.3356,95.476715,70.9482,364.56763,65.116554,0.0,0
2457,19304160.0,63.780098,71.01349,59.267956,57.898018,55.208565,69.502365,69.502365,108.99261,63.78581,55.20862,1.0,0.0,70.327896,296.45,0.07403987,0.3,70.349754,296.45,0.049023602,0.3,71.742,296.45,0.0,0.2625,1035.262,1035.262,89.68668,70.948166,364.5675,59.314995,0.0,0
2458,19304280.0,63.985703,70.77179,59.687798,58.296215,55.23037,69.50229,69.50229,108.99249,63.99169,55.230423,1.0,0.0,70.15985,296.45,0.08148942,0.3,70.1859,296.45,0.056045286,0.3,71.3873,296.45,0.0,0.2625,1056.214,1056.214,98.95064,70.94808,364.56717,68.125305,0.0,0
2460,19304400.0,64.20016,71.164505,59.118816,57.750195,55.251904,69.502235,69.502235,108.992386,64.20636,55.251904,1.0,0.0,70.31932,296.45,0.070639566,0.3,70.33542,296.45,0.045607623,0.3,72.06598,296.45,0.0,0.2625,1078.5297,1078.5297,85.42623,70.948006,364.56686,55.083996,0.0,0
2463,19304520.0,64.42175,70.92885,59.533882,58.146088,55.272778,69.50217,69.50217,108.99227,64.42818,55.272835,1.0,0.0,70.153534,296.45,0.0780214,0.3,70.17375,296.45,0.052608497,0.3,71.72073,296.45,0.0,0.2625,1102.015,1102.015,94.59806,70.947914,364.5665,63.859283,0.0,0
2467,19304640.0,64.65109,71.32924,58.969128,57.607536,55.292885,69.50211,69.50211,108.992165,64.657684,55.29294,1.0,0.0,70.31235,296.45,0.06725333,0.3,70.32234,296.45,0.04231336,0.3,72.41695,296.45,0.0,0.2625,1126.7262,1126.7262,81.201775,70.94784,364.5662,51.01785,0.0,0
2469,19304700.0,64.76755,71.20537,59.20918,57.825943,55.302498,69.502075,69.502075,108.9921,64.77419,55.30255,1.0,0.0,70.21588,296.45,0.071570866,0.3,70.23242,296.45,0.046216983,0.3,72.22029,296.45,0.0,0.2625,1139.4166,1139.4166,86.82208,70.94779,364.566,56.150356,0.0,0
2470,19304760.0,65.144104,71.08952,59.382103,58.00392,55.313427,69.50311,69.50311,108.993935,64.89191,55.313538,0.86,0.14,70.14788,296.45,0.074608,0.3,70.16189,296.45,0.04933639,0.3,72.062744,296.45,0.0,0.2625,1160.8615,1160.8615,90.328224,70.945305,364.57208,59.8084,0.0,0
2472,19304880.0,67.58554,71.49403,58.94644,57.608963,55.490196,69.50681,69.50681,109.0005,65.130264,55.490692,0.58,0.42,70.31032,296.45,0.063674204,0.3,70.312836,296.45,0.03899843,0.3,72.770096,296.45,0.0,0.2625,1316.0132,1316.0132,76.289566,70.90442,364.5911,46.646877,0.0,0
2474,19305000.0,70.07323,71.2625,59.48411,58.153885,55.712944,69.506996,69.506996,109.0008,65.37152,55.71333,0.3,0.7,70.16084,296.45,0.07016137,0.3,70.163864,296.45,0.04541192,0.3,72.422104,296.45,0.0,0.2625,1501.4698,1501.4698,83.68549,70.90255,364.59143,54.23621,0.0,0
2476,19305120.0,70.55141,71.67871,58.906395,57.615395,55.754253,69.50709,69.50709,109.00098,65.61459,55.754196,0.30485782,0.7,70.33151,296.45,0.058630567,0.3,70.322784,296.45,0.034581736,0.3,73.14287,296.45,0.0,0.2625,1568.402,1568.402,69.59408,70.906265,364.592,40.967728,0.0,0
2478,19305240.0,70.372,71.43674,59.202255,57.901093,55.688995,69.507095,69.507095,109.00099,65.858215,55.688828,0.30971566,0.7,70.176056,296.45,0.06531012,0.3,70.17029,296.45,0.04112335,0.3,72.77466,296.45,0.0,0.2625,1577.4182,1577.4182,78.0271,70.905876,364.59207,49.21147,0.0,0
2480,19305300.0,70.54932,71.640594,58.848114,57.579082,55.659554,69.50708,69.50708,109.00096,65.97989,55.65944,0.31214458,0.7,70.27065,296.45,0.059142064,0.3,70.25433,296.45,0.03558632,0.3,73.14287,296.45,0.0,0.2625,1591.662,1591.662,70.343506,70.90526,364.592,42.23234,0.0,0
2482,19305360.0,70.72472,71.83417,58.583344,57.3164,55.644722,69.50706,69.50706,109.000916,66.10123,55.644665,0.31266806,0.7,70.33371,296.45,0.054436147,0.3,70.31762,296.45,0.030930124,0.3,73.470535,296.45,0.0,0.2625,1609.9323,1609.9323,64.87935,70.9048,364.59183,36.785778,0.0,0
2485,19305480.0,70.55641,71.57626,58.915184,57.636597,55.58924,69.507,69.507,109.00082,66.34249,55.589127,0.31371498,0.7,70.16969,296.45,0.061607692,0.3,70.1581,296.45,0.037927575,0.3,73.07799,296.45,0.0,0.2625,1616.6514,1616.6514,73.88679,70.904076,364.59158,45.57151,0.0,0
2486,19305600.0,70.911865,71.96408,58.32412,57.081512,55.554577,69.50696,69.50696,109.00073,66.58078,55.554577,0.3147619,0.7,70.32141,296.45,0.05113585,0.3,70.29988,296.45,0.028157242,0.3,73.76112,296.45,0.0,0.2625,1647.2539,1647.2539,61.14154,70.90343,364.5913,33.586075,0.0,0
2488,19305720.0,70.74004,71.69805,58.677055,57.422585,55.506786,69.50691,69.50691,109.000656,66.8149,55.506622,0.31509653,0.7,70.15475,296.45,0.05855403,0.3,70.138596,296.45,0.035390444,0.3,73.353745,296.45,0.0,0.2625,1651.4924,1651.4924,70.44265,70.902985,364.59106,42.660988,0.0,0
2490,19305840.0,71.094025,72.08191,58.104996,56.88826,55.479156,69.50686,69.50686,109.00057,67.04369,55.479103,0.31543112,0.7,70.30383,296.45,0.0483503,0.3,70.27791,296.45,0.025913607,0.3,74.03198,296.45,0.0,0.2625,1680.1,1680.1,57.95953,70.90265,364.59085,30.981655,0.0,0
2493,19305900.0,71.000854,71.94211,58.32802,57.09019,55.46443,69.50684,69.50684,109.00054,67.1557,55.464325,0.31559843,0.7,70.206055,296.45,0.052775525,0.3,70.18837,296.45,0.029955633,0.3,73.80303,296.45,0.0,0.2625,1683.2279,1683.2279,63.716675,70.902504,364.59076,36.274807,0.0,0
2494,19305960.0,70.91681,71.81143,58.471336,57.24224,55.437515,69.50683,69.50683,109.00052,67.265945,55.43741,0.31580114,0.7,70.13722,296.45,0.05589661,0.3,70.11745,296.45,0.033260353,0.3,73.61412,296.45,0.0,0.2625,1682.1415,1682.1415,67.41997,70.90237,364.59067,40.200954,0.0,0
2496,19306080.0,71.26684,72.194244,57.913948,56.72358,55.415436,69.5068,69.5068,109.00046,67.480515,55.415436,0.31620654,0.7,70.28505,296.45,0.045899607,0.3,70.25571,296.45,0.023999581,0.3,74.291374,296.45,0.0,0.2625,1708.8776,1708.8776,55.140438,70.9021,364.59048,28.747444,0.0,0
2498,19306200.0,71.084305,71.92085,58.289238,57.08541,55.37874,69.506775,69.506775,109.000404,67.68623,55.378685,0.31661195,0.7,70.119644,296.45,0.053512763,0.3,70.09734,296.45,0.03139038,0.3,73.86505,296.45,0.0,0.2625,1708.9711,1708.9711,64.68531,70.90185,364.59036,38.027454,0.0,0
2500,19306320.0,71.43081,72.30395,57.743988,56.579052,55.361217,69.506744,69.506744,109.00036,67.881836,55.361217,0.31700045,0.7,70.266754,296.45,0.043687522,0.3,70.235275,296.45,0.022297772,0.3,74.54291,296.45,0.0,0.2625,1734.0818,1734.0818,52.57838,70.9016,364.5902,26.750101,0.0,0
2503,19306440.0,71.24272,72.028305,58.125214,56.945778,55.328533,69.50673,69.50673,109.00033,68.066246,55.328423,0.31738895,0.7,70.103165,296.45,0.05133051,0.3,70.07933,296.45,0.02969511,0.3,74.10889,296.45,0.0,0.2625,1732.4169,1732.4169,62.162453,70.901375,364.59015,36.045025,0.0,0
2504,19306500.0,71.41933,72.22512,57.815563,56.669525,55.314964,69.50672,69.50672,109.00031,68.15381,55.314964,0.3175832,0.7,70.19116,296.45,0.045810707,0.3,70.15799,296.45,0.024804456,0.3,74.46913,296.45,0.0,0.2625,1742.3365,1742.3365,55.11789,70.90127,364.59006,29.737137,0.0,0
2506,19306560.0,71.58517,72.41216,57.59007,56.44914,55.314583,69.50671,69.50671,109.00029,68.23818,55.314583,0.31777236,0.7,70.24989,296.45,0.041648667,0.3,70.217316,296.45,0.020735996,0.3,74.78763,296.45,0.0,0.2625,1756.0164,1756.0164,50.2026,70.90115,364.59003,24.907799,0.0,0
2508,19306680.0,71.390656,72.13432,57.975197,56.81883,55.285027,69.5067,69.5067,109.00027,68.3965,55.28492,0.31815067,0.7,70.08828,296.45,0.049299743,0.3,70.06378,296.45,0.028121026,0.3,74.34581,296.45,0.0,0.2625,1752.683,1752.683,59.797054,70.90094,364.58994,34.194283,0.0,0
2510,19306800.0,71.727936,72.51895,57.448784,56.330154,55.27382,69.50668,69.50668,109.000244,68.54003,55.273876,0.31852898,0.7,70.234726,296.45,0.039747745,0.3,70.20183,296.45,0.019274255,0.3,75.02504,296.45,0.0,0.2625,1774.8192,1774.8192,47.97599,70.900734,364.58987,23.175575,0.0,0
2512,19306920.0,71.527054,72.23858,57.836823,56.70166,55.24685,69.506676,69.506676,109.00023,68.674835,55.246742,0.3188971,0.7,70.074936,296.45,0.047399465,0.3,70.0506,296.45,0.026638286,0.3,74.57504,296.45,0.0,0.2625,1769.9535,1769.9535,57.574978,70.900536,364.58984,32.442497,0.0,0
2514,19307040.0,71.8623,72.62343,57.318596,56.22035,55.23861,69.50666,69.50666,109.000206,68.80777,55.23861,0.31926522,0.7,70.2211,296.45,0.03796312,0.3,70.188644,296.45,0.01788741,0.3,75.254,296.45,0.0,0.2625,1791.0725,1791.0725,45.874798,70.900345,364.58975,21.524805,0.0,0
2516,19307100.0,71.755615,72.4771,57.55497,56.433044,55.232788,69.50666,69.50666,109.000206,68.87358,55.232735,0.3194493,0.7,70.12761,296.45,0.04244612,0.3,70.10476,296.45,0.021935713,0.3,75.003784,296.45,0.0,0.2625,1790.2153,1790.2153,51.716866,70.90025,364.58975,26.840185,0.0,0
2519,19307160.0,71.78792,72.53301,57.818035,56.703472,55.335014,69.40022,69.40022,129.66719,68.938835,55.334576,0.31962806,0.7,70.0634,296.45,0.045594715,0.3,70.040924,296.45,0.025143644,0.3,74.74626,296.45,0.0,0.33087555,1860.7175,1860.7175,55.09221,75.995636,394.6564,30.456713,0.0,0
2520,19307280.0,72.08395,72.89666,57.50575,56.4153,55.565674,69.40985,69.40985,141.86209,69.06798,55.565563,0.3199856,0.7,70.216545,296.45,0.035830393,0.3,70.192764,296.45,0.015652688,0.3,75.075134,296.45,0.0,0.34976375,1971.3816,1971.3816,42.70892,81.18943,412.61563,18.552092,0.0,0
2522,19307400.0,71.71634,72.39189,57.80996,56.676994,55.467293,69.48652,69.48652,135.77226,69.19509,55.46751,0.3203431,0.7,70.06351,296.45,0.043216027,0.3,70.05434,296.45,0.022318585,0.3,74.34938,296.45,0.0,0.32409132,1940.5416,1940.5416,52.075962,80.941605,403.8896,26.97723,0.0,0
2524,19307520.0,72.04071,72.76867,57.303326,56.18805,55.45861,69.4667,69.4667,141.11359,69.320175,55.458447,0.31902504,0.7,70.20842,296.45,0.033935595,0.3,70.195175,296.45,0.013375391,0.3,74.86937,296.45,0.0,0.34916645,1981.0454,1981.0454,40.645657,82.56904,411.6822,15.922966,0.0,0
2526,19307640.0,71.72222,72.32471,57.64753,56.493744,55.38627,69.50868,69.50868,136.3569,69.44322,55.386486,0.31770694,0.7,70.0518,296.45,0.041595634,0.3,70.05087,296.45,0.020375673,0.3,74.22699,296.45,0.0,0.32603124,1957.1753,1957.1753,50.293682,81.83094,404.81418,24.728672,0.0,0
2528,19307700.0,71.90141,72.53032,57.332,56.202003,55.347374,69.49732,69.49732,137.5342,69.50392,55.34732,0.3170479,0.7,70.13744,296.45,0.03640105,0.3,70.12843,296.45,0.01565442,0.3,74.56235,296.45,0.0,0.3410269,1964.85,1964.85,43.696323,81.986176,406.50995,18.66543,0.0,0
2530,19307760.0,72.08422,72.75274,57.171272,56.03759,55.39791,69.472755,69.472755,142.74307,69.56412,55.39769,0.3171188,0.7,70.19418,296.45,0.032552883,0.3,70.18765,296.45,0.011698992,0.3,74.82509,296.45,0.0,0.35386798,2003.4816,2003.4816,39.073658,83.431076,414.0955,13.943653,0.0,0
2532,19307880.0,71.77023,72.322845,57.531624,56.361412,55.337982,69.50996,69.50996,138.40904,69.68283,55.338203,0.31726062,0.7,70.03813,296.45,0.04028421,0.3,70.04263,296.45,0.018799756,0.3,74.20156,296.45,0.0,0.33131626,1981.0812,1981.0812,48.79526,82.72214,407.8348,22.86691,0.0,0
2535,19308000.0,72.145966,72.77246,57.070747,55.92152,55.359627,69.47116,69.47116,145.21236,69.79939,55.359352,0.31740242,0.7,70.18013,296.45,0.031368937,0.3,70.17815,296.45,0.01025823,0.3,74.83025,296.45,0.0,0.3603584,2029.5714,2029.5714,37.698532,84.42175,417.72092,12.225467,0.0,0
2537,19308120.0,71.83214,72.34224,57.43736,56.252098,55.30546,69.50868,69.50868,140.98781,69.91365,55.30568,0.31702104,0.7,70.02571,296.45,0.03910693,0.3,70.03406,296.45,0.017372243,0.3,74.20601,296.45,0.0,0.33780622,2006.9924,2006.9924,47.42477,83.765205,411.62222,21.163918,0.0,0
2538,19308240.0,72.21704,72.80284,56.98604,55.82193,55.332542,69.4692,69.4692,147.98027,70.02566,55.33232,0.31663963,0.7,70.16771,296.45,0.030283008,0.3,70.16919,296.45,0.008919749,0.3,74.84833,296.45,0.0,0.36747137,2056.5662,2056.5662,36.423965,85.53633,421.78442,10.621791,0.0,0
2540,19308300.0,72.05785,72.58937,57.24636,56.050278,55.351494,69.48179,69.48179,147.93451,70.08081,55.35166,0.31644896,0.7,70.07729,296.45,0.03478978,0.3,70.08922,296.45,0.012818195,0.3,74.49495,296.45,0.0,0.35497543,2060.581,2060.581,42.2232,85.90115,421.75583,15.700187,0.0,0
2542,19308360.0,71.89784,72.36751,57.35496,56.154594,55.28118,69.50765,69.50765,143.75288,70.1353,55.28151,0.31637806,0.7,70.01506,296.45,0.038007822,0.3,70.026535,296.45,0.016015962,0.3,74.21733,296.45,0.0,0.34472182,2033.0493,2033.0493,46.132538,84.902695,415.68427,19.537659,0.0,0
2544,19308480.0,72.28697,72.83514,56.91073,55.7314,55.311996,69.467674,69.467674,150.84903,70.242584,55.31167,0.3162363,0.7,70.157166,296.45,0.02925865,0.3,70.16145,296.45,0.0076327175,0.3,74.86722,296.45,0.0,0.3747829,2083.181,2083.181,35.214005,86.71642,425.9974,9.075603,0.0,0
2547,19308600.0,71.961174,72.39305,57.28042,56.064285,55.262123,69.50698,69.50698,146.5746,70.34744,55.262398,0.31609452,0.7,70.0061,296.45,0.036966573,0.3,70.02022,296.45,0.0147011895,0.3,74.22765,296.45,0.0,0.35175723,2058.5076,2058.5076,44.900566,86.08469,419.83066,0.0,0.0,0
2548,19308720.0,72.3486,72.86018,56.84201,55.294476,55.29519,69.46647,69.46647,153.73508,70.449844,55.294807,0.3161305,0.7,70.14804,296.45,0.028291596,0.3,70.12843,296.45,0.007963186,0.3,74.882935,296.45,0.0,0.38211164,2108.6863,2108.6863,34.065983,87.92399,430.2368,0.0,0.0,0
2550,19308840.0,72.012146,72.40607,57.211372,55.24652,55.245804,69.50654,69.50654,149.39362,70.54976,55.246136,0.31616646,0.7,69.99847,296.45,0.03598032,0.3,69.967705,296.45,0.016419135,0.3,74.23419,296.45,0.0,0.35877228,2082.521,2082.521,43.729527,87.282425,423.97375,0.0,0.0,0
2552,19308900.0,72.206665,72.63711,56.916058,55.216637,55.216965,69.49295,69.49295,150.86555,70.59871,55.216805,0.31618446,0.7,70.08345,296.45,0.031023005,0.3,70.0339,296.45,0.012661088,0.3,74.60487,296.45,0.0,0.3752865,2091.314,2091.314,37.3834,87.50047,426.09604,0.0,0.0,0
2555,19308960.0,72.40497,72.88089,56.777573,55.280083,55.280853,69.46547,69.46547,156.5948,70.64705,55.280525,0.3160418,0.7,70.140465,296.45,0.027359381,0.3,70.088554,296.45,0.009320775,0.3,74.894196,296.45,0.0,0.38936922,2133.09,2133.09,32.956825,89.13692,434.43808,0.0,0.0,0
2556,19309080.0,72.06412,72.421616,57.14677,55.232895,55.23213,69.506226,69.506226,152.17863,70.741806,55.232513,0.31575647,0.7,69.992096,296.45,0.03503122,0.3,69.93909,296.45,0.017404338,0.3,74.23644,296.45,0.0,0.36569628,2105.896,2105.896,42.598553,88.480064,428.06726,0.0,0.0,0
2558,19309200.0,72.46121,72.90254,56.717754,55.26811,55.26899,69.46456,69.46456,159.4105,70.83386,55.2686,0.31547114,0.7,70.13387,296.45,0.026471714,0.3,70.06658,296.45,0.010125096,0.3,74.90106,296.45,0.0,0.3965086,2156.851,2156.851,31.897026,90.344696,438.57492,0.0,0.0,0
2560,19309320.0,72.11493,72.43743,57.08629,55.221306,55.22048,69.506,69.506,154.91327,70.923294,55.220867,0.3149272,0.7,69.98666,296.45,0.03412349,0.3,69.9247,296.45,0.017921127,0.3,74.23452,296.45,0.0,0.3724881,2128.559,2128.559,41.513737,89.66875,432.08694,0.0,0.0,0
2562,19309440.0,72.51576,72.92352,56.66035,55.25773,55.25866,69.46375,69.46375,162.16393,71.00998,55.25822,0.31438324,0.7,70.128494,296.45,0.02560195,0.3,70.05603,296.45,0.010517527,0.3,74.90375,296.45,0.0,0.40349352,2179.8154,2179.8154,30.85646,91.53864,442.62054,0.0,0.0,0
2564,19309500.0,72.3396,72.69116,56.921608,55.28118,55.280632,69.47761,69.47761,162.06215,71.05228,55.280907,0.31411126,0.7,70.04159,296.45,0.0300512,0.3,69.98171,296.45,0.014509645,0.3,74.52725,296.45,0.0,0.39016834,2181.7002,2181.7002,36.58567,91.93703,442.5135,0.0,0.0,0
2566,19309560.0,72.16305,72.45242,57.028282,55.21109,55.210213,69.50582,69.50582,157.58398,71.09392,55.210648,0.3139763,0.7,69.98221,296.45,0.03323877,0.3,69.91925,296.45,0.01809001,0.3,74.22919,296.45,0.0,0.37913585,2150.4097,2150.4097,40.454185,90.841385,436.01282,0.0,0.0,0
2568,19309680.0,72.56636,72.943405,56.605804,55.24877,55.249763,69.462975,69.462975,164.85725,71.17499,55.24932,0.31370634,0.7,70.12393,296.45,0.024758123,0.3,70.05307,296.45,0.010581777,0.3,74.9032,296.45,0.0,0.41031995,2202.0017,2202.0017,29.84253,92.7168,446.57788,0.0,0.0,0
2571,19309800.0,72.20754,72.46649,56.97291,55.202248,55.20131,69.505646,69.505646,160.19525,71.25322,55.20175,0.3134364,0.7,69.97847,296.45,0.032378808,0.3,69.919754,296.45,0.017972067,0.3,74.2215,296.45,0.0,0.38564512,2171.524,2171.524,39.42205,91.99722,439.85138,0.0,0.0,0
2572,19309920.0,72.61316,72.96208,56.55384,55.241135,55.24218,69.46221,69.46221,167.49417,71.32852,55.241684,0.31336504,0.7,70.11992,296.45,0.023940755,0.3,70.0551,296.45,0.010366856,0.3,74.90024,296.45,0.0,0.41699663,2223.4841,2223.4841,28.860823,93.87939,450.45233,0.0,0.0,0
2574,19310040.0,72.24852,72.47957,56.919792,55.1945,55.193565,69.505455,69.505455,162.75195,71.400925,55.194008,0.31329373,0.7,69.97528,296.45,0.031541355,0.3,69.92415,296.45,0.017600885,0.3,74.21222,296.45,0.0,0.3920273,2191.9802,2191.9802,38.414974,93.137054,443.6096,0.0,0.0,0
2576,19310100.0,72.45238,72.72604,56.63371,55.16676,55.16725,69.490814,69.490814,164.19934,71.43603,55.167034,0.31325805,0.7,70.05928,296.45,0.026727472,0.3,69.99814,296.45,0.013554065,0.3,74.596794,296.45,0.0,0.40906945,2201.1099,2201.1099,32.23989,93.3178,445.6925,0.0,0.0,0
2578,19310160.0,72.656555,72.97961,56.505005,55.234657,55.2357,69.46141,69.46141,170.08293,71.47036,55.23526,0.3130635,0.7,70.11618,296.45,0.023161888,0.3,70.06054,296.45,0.009901839,0.3,74.895676,296.45,0.0,0.42353845,2244.3694,2244.3694,27.928648,95.02866,454.25592,0.0,0.0,0
2580,19310280.0,72.28692,72.49181,56.8692,55.187634,55.186646,69.50525,69.50525,165.25943,71.53671,55.187084,0.31267434,0.7,69.97243,296.45,0.030736776,0.3,69.93129,296.45,0.016995959,0.3,74.20206,296.45,0.0,0.3982947,2211.832,2211.832,37.44589,94.26345,447.29544,0.0,0.0,0
2582,19310400.0,72.697586,72.99636,56.457268,55.22889,55.22999,69.4606,69.4606,172.62653,71.6,55.229492,0.3122852,0.7,70.11316,296.45,0.02238966,0.3,70.068344,296.45,0.009204622,0.3,74.89046,296.45,0.0,0.42996857,2264.6748,2264.6748,26.999292,96.1662,457.99304,0.0,0.0,0
2584,19310520.0,72.1815,72.32422,57.337875,55.1483,55.146984,69.51518,69.51518,165.5812,71.66037,55.14759,0.31163582,0.7,69.80005,296.45,0.04005042,0.3,69.75441,296.45,0.02719651,0.3,74.0299,296.45,0.0,0.39736432,2209.9565,2209.9565,49.023434,94.73164,447.79794,0.0,0.0,0
